#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
        6600       2.973941e-01       2.938040e-02       1.522086e-01       1.722032e+00       8.908349e-02       4.575261e-01
        6700       2.774111e-01       2.023701e-02       1.408868e-01       1.636979e+00       4.379732e-02       4.628679e-01
        6800       3.955736e-01       1.791360e-03       2.184678e-01       1.938796e+00       6.580745e-02       6.526849e-01
        6900       6.534740e-01       1.531170e-02       3.564006e-01       2.112539e+00       7.680568e-02       9.465596e-01
        7000       4.574420e-01       2.076209e-02       2.291157e-01       2.237032e+00       1.224967e-01       6.966969e-01
        7100       4.021707e-01       2.865239e-02       2.274549e-01       1.899277e+00       1.523235e-01       7.255413e-01
        7200       5.137794e-01       1.213174e-02       2.642738e-01       2.283468e+00       1.122145e-01       7.997891e-01
        7300       6.414054e-01       5.306205e-02       3.360889e-01       2.712408e+00       1.185735e-01       8.638506e-01
        7400       5.656425e-01       2.437147e-02       2.860326e-01       2.227203e+00       5.444269e-02       7.840435e-01
        7500       3.424762e-01       1.183490e-02       2.016878e-01       2.298062e+00       5.767040e-02       6.663292e-01
        7600       5.055299e-01       1.269253e-02       2.657807e-01       2.015283e+00       4.730069e-02       6.912118e-01
        7700       3.730380e-01       5.191757e-02       2.151164e-01       1.812264e+00       1.214837e-01       6.531641e-01
        7800       2.989112e-01       2.585519e-02       1.582827e-01       2.220504e+00       6.646988e-02       5.270106e-01
        7900       1.907880e-01       3.054379e-02       1.059379e-01       2.377510e+00       5.787614e-02       3.685231e-01
        8000       4.564574e-01       5.032265e-02       2.273863e-01       2.890037e+00       9.544458e-02       7.049943e-01
        8100       3.401506e-01       7.223241e-03       1.842666e-01       2.350309e+00       5.503845e-02       5.538327e-01
        8200       3.594312e-01       1.903144e-02       1.980563e-01       2.012255e+00       8.287295e-02       5.883522e-01
        8300       4.712514e-01       1.083484e-02       2.652295e-01       2.281725e+00       6.518945e-02       7.297491e-01
        8400       4.608971e-01       3.188111e-02       2.413558e-01       2.229078e+00       1.164348e-01       7.366678e-01
        8500       2.987177e-01       9.905021e-03       1.465844e-01       1.191790e+00       6.862381e-02       4.549127e-01
        8600       3.744796e-01       1.443039e-02       2.101664e-01       1.966445e+00       8.657051e-02       6.553891e-01
        8700       7.110288e-01       3.533153e-02       3.417504e-01       2.452769e+00       7.649208e-02       8.615866e-01
        8800       4.702670e-01       1.315532e-02       2.469538e-01       2.190509e+00       6.894595e-02       6.893713e-01
        8900       3.383373e-01       1.437391e-02       1.766797e-01       1.969771e+00       5.522549e-02       6.071911e-01
        9000       4.500065e-01       8.279014e-03       2.391911e-01       3.118292e+00       8.464544e-02       7.048777e-01
        9100       4.588611e-01       3.662559e-02       2.483295e-01       2.769301e+00       7.207924e-02       7.505425e-01
        9200       3.676081e-01       2.681633e-02       1.990304e-01       3.263879e+00       5.639821e-02       6.866734e-01
        9300       2.623206e-01       3.263105e-02       1.368363e-01       1.869390e+00       5.894210e-02       5.086414e-01
        9400       5.061216e-01       1.567457e-02       2.552685e-01       2.611107e+00       7.680710e-02       6.864117e-01
        9500       3.481615e-01       4.785938e-02       2.075419e-01       1.648002e+00       9.460532e-02       5.559446e-01
        9600       5.571724e-01       4.129153e-02       2.850822e-01       2.793280e+00       1.056083e-01       8.107000e-01
        9700       6.235597e-01       2.003836e-02       3.191079e-01       2.178051e+00       9.132707e-02       8.050087e-01
        9800       5.388988e-01       4.682259e-02       2.822327e-01       2.238752e+00       1.001953e-01       7.826637e-01
        9900       7.451081e-01       5.964729e-02       3.834991e-01       2.980504e+00       8.535808e-02       1.072473e+00
       10000       5.848853e-01       5.135591e-03       3.020282e-01       2.428779e+00       6.280358e-02       9.035979e-01
       10100       6.589734e-01       8.594616e-03       3.470002e-01       3.235614e+00       8.011304e-02       1.053123e+00
       10200       3.452553e-01       3.824692e-02       1.840003e-01       1.422749e+00       8.395292e-02       5.456462e-01
       10300       3.960912e-01       7.206720e-03       2.195416e-01       1.950582e+00       1.433941e-01       7.150966e-01
       10400       3.883685e-01       3.311957e-02       1.908846e-01       1.667975e+00       5.507738e-02       5.825947e-01
       10500       4.768591e-01       5.928690e-03       2.517025e-01       2.563814e+00       7.905807e-02       7.056260e-01
       10600       6.132423e-01       1.032701e-02       2.843920e-01       2.518540e+00       9.688090e-02       7.944602e-01
       10700       4.761892e-01       5.480411e-03       2.304564e-01       1.674490e+00       8.131966e-02       7.076365e-01
       10800       4.266624e-01       2.799097e-02       2.219706e-01       2.006904e+00       7.249616e-02       6.412528e-01
       10900       4.831230e-01       1.357557e-02       2.670433e-01       2.326869e+00       9.272076e-02       7.222822e-01
       11000       7.379752e-01       2.812584e-02       3.848777e-01       2.216437e+00       1.088156e-01       1.024802e+00
       11100       4.576115e-01       3.817215e-02       2.500762e-01       2.087219e+00       7.462601e-02       7.345030e-01
       11200       4.681663e-01       1.175423e-02       2.458087e-01       1.865161e+00       1.271409e-01       6.709226e-01
       11300       3.205296e-01       2.837739e-02       1.759809e-01       1.550260e+00       7.459922e-02       5.388881e-01
       11400       3.793220e-01       1.953635e-02       1.947325e-01       1.471644e+00       8.066225e-02       6.246911e-01
       11500       2.393642e-01       1.112676e-02       1.293557e-01       2.278684e+00       6.536482e-02       4.366209e-01
       11600       4.950425e-01       1.819272e-02       2.771832e-01       2.183397e+00       3.713591e-02       7.794794e-01
       11700       6.169619e-01       6.832105e-02       2.839134e-01       2.621660e+00       1.026908e-01       8.299635e-01
       11800       3.361144e-01       2.118433e-02       1.722550e-01       2.189061e+00       8.733513e-02       5.606618e-01
       11900       4.734619e-01       4.056164e-02       2.638923e-01       1.780128e+00       8.917967e-02       7.267116e-01
       12000       3.929483e-01       1.153612e-02       2.140683e-01       1.865335e+00       1.005049e-01       6.315479e-01
       12100       5.773172e-01       6.359058e-03       3.053882e-01       2.178050e+00       9.142449e-02       8.108928e-01
       12200       5.386526e-01       3.273200e-02       2.767849e-01       3.432335e+00       8.976752e-02       7.230452e-01
       12300       5.750911e-01       2.811878e-02       2.939556e-01       2.689828e+00       7.698700e-02       8.407861e-01
       12400       6.836163e-01       1.132743e-02       3.370390e-01       2.549888e+00       8.753847e-02       9.656491e-01
       12500       3.567201e-01       4.670093e-02       2.124873e-01       2.277672e+00       7.967267e-02       6.763928e-01
       12600       3.860320e-01       7.329921e-03       1.940520e-01       2.832343e+00       9.596163e-02       6.639418e-01
       12700       2.094992e-01       1.757056e-02       1.104251e-01       1.471616e+00       4.343216e-02       3.928053e-01
       12800       3.001239e-01       3.130779e-02       1.658807e-01       2.117437e+00       9.090684e-02       5.504929e-01
       12900       2.852710e-01       1.236416e-02       1.410062e-01       1.422891e+00       4.456958e-02       4.382181e-01
       13000       2.984683e-01       3.462364e-02       1.746925e-01       1.411724e+00       7.681478e-02       5.368223e-01
       13100       3.356032e-01       1.889886e-02       1.826079e-01       2.367448e+00       5.253422e-02       5.660407e-01
       13200       4.302935e-01       4.574196e-02       2.421712e-01       3.337284e+00       1.313293e-01       7.069090e-01
       13300       6.413817e-01       3.436934e-02       3.616306e-01       2.975801e+00       1.472626e-01       1.054996e+00
       13400       6.307199e-01       1.478241e-02       3.317880e-01       2.415800e+00       7.815562e-02       9.205152e-01
       13500       5.849359e-01       1.433337e-02       2.914742e-01       2.722764e+00       7.494617e-02       7.849499e-01
       13600       4.462441e-01       3.508949e-02       2.439470e-01       1.961561e+00       9.293208e-02       7.649483e-01
       13700       5.368249e-01       1.162862e-02       2.937762e-01       2.617990e+00       1.147200e-01       8.729774e-01
       13800       6.947299e-01       5.379282e-02       3.661953e-01       2.387809e+00       5.703626e-02       9.756737e-01
       13900       5.157943e-01       3.907583e-02       2.523143e-01       2.353830e+00       3.428766e-02       7.805841e-01
       14000       2.248088e-01       7.283057e-03       1.087265e-01       1.276723e+00       8.104841e-02       3.969236e-01
       14100       3.625895e-01       1.574497e-02       1.824630e-01       1.764640e+00       8.985507e-02       5.885282e-01
       14200       3.354917e-01       2.958801e-02       1.886918e-01       1.652943e+00       8.161617e-02       5.970644e-01
       14300       3.135601e-01       6.110084e-02       1.712883e-01       1.914137e+00       5.425946e-02       5.708932e-01
       14400       4.237829e-01       2.720565e-02       2.318190e-01       2.802517e+00       8.588650e-02       7.571509e-01
       14500       4.548535e-01       5.197773e-03       2.487961e-01       2.259370e+00       6.020106e-02       7.464644e-01
       14600       2.995534e-01       4.111680e-02       1.670291e-01       1.903669e+00       5.821645e-02       4.602464e-01
       14700       4.123949e-01       2.375153e-02       2.166700e-01       2.491037e+00       8.787543e-02       7.027309e-01
       14800       4.315687e-01       1.885918e-02       2.410492e-01       1.712028e+00       1.324689e-01       6.494638e-01
       14900       3.590460e-01       3.190023e-02       1.938254e-01       1.863316e+00       5.049413e-02       5.326185e-01
       15000       5.896220e-01       2.451133e-02       3.113103e-01       2.073686e+00       7.275490e-02       8.202701e-01
       15100       5.771617e-01       3.564624e-02       3.105807e-01       2.643865e+00       1.275025e-01       8.539899e-01
       15200       3.496637e-01       1.460873e-02       2.020396e-01       1.823265e+00       9.494915e-02       5.572805e-01
       15300       4.853723e-01       4.524341e-02       2.710478e-01       2.105455e+00       1.136565e-01       8.302648e-01
       15400       5.617438e-01       4.033650e-03       3.202667e-01       2.445440e+00       7.303772e-02       9.119736e-01
       15500       3.457682e-01       6.003333e-02       1.793876e-01       1.748717e+00       8.002533e-02       5.107573e-01
       15600       4.615801e-01       4.668615e-02       2.680072e-01       2.821257e+00       5.749295e-02       7.597114e-01
       15700       2.832263e-01       3.744294e-02       1.513393e-01       1.965207e+00       7.263522e-02       5.099809e-01
       15800       3.828500e-01       3.046675e-02       2.075424e-01       2.115343e+00       6.936878e-02       6.628158e-01
       15900       4.919453e-01       3.546564e-02       2.765595e-01       2.483216e+00       6.966828e-02       8.788990e-01
       16000       3.540578e-01       1.418423e-02       1.806430e-01       1.739277e+00       5.197250e-02       6.105841e-01
       16100       2.778700e-01       1.629664e-02       1.598797e-01       1.692584e+00       4.209021e-02       5.345174e-01
       16200       3.419100e-01       2.059010e-02       1.903229e-01       2.075625e+00       7.746335e-02       6.164628e-01
       16300       7.245693e-01       3.064179e-02       3.605599e-01       2.320983e+00       1.085523e-01       9.034335e-01
       16400       6.418511e-01       2.732467e-02       3.580225e-01       2.031958e+00       9.278524e-02       9.489295e-01
       16500       6.804570e-01       3.446512e-02       3.721433e-01       2.359593e+00       7.739590e-02       9.765265e-01
       16600       4.446003e-01       5.371098e-03       2.388376e-01       1.973635e+00       6.499024e-02       7.026387e-01
       16700       5.482005e-01       1.570645e-02       2.974503e-01       2.586751e+00       2.789142e-02       8.833296e-01
       16800       6.005286e-01       7.504310e-04       3.248399e-01       2.816813e+00       1.186064e-01       9.438717e-01
       16900       6.526974e-01       2.501097e-02       3.285222e-01       2.645954e+00       1.169420e-01       8.453648e-01
       17000       4.244296e-01       7.135439e-02       2.323678e-01       1.605931e+00       8.689802e-02       7.254656e-01
       17100       4.178168e-01       2.173196e-02       2.243857e-01       1.925928e+00       6.308521e-02       6.439943e-01
       17200       5.799408e-01       1.951257e-02       3.050338e-01       2.397642e+00       8.561520e-02       9.697395e-01
       17300       4.539991e-01       2.628566e-02       2.308980e-01       2.608896e+00       9.408799e-02       7.226223e-01
       17400       4.135003e-01       4.035260e-02       2.382439e-01       2.229456e+00       4.841783e-02       7.146768e-01
       17500       4.649741e-01       1.001604e-02       2.276497e-01       2.758026e+00       9.547542e-02       7.427558e-01
       17600       4.607420e-01       3.287383e-02       2.600330e-01       2.442691e+00       4.067446e-02       8.092269e-01
       17700       4.751272e-01       8.068037e-02       2.779002e-01       2.333051e+00       5.752278e-02       8.538366e-01
       17800       5.829275e-01       4.105559e-02       3.062532e-01       2.209224e+00       1.232208e-01       8.636415e-01
       17900       6.374006e-01       5.723783e-02       3.346377e-01       2.267026e+00       1.516646e-01       8.860521e-01
       18000       6.066703e-01       4.767376e-02       3.366438e-01       2.003812e+00       8.168084e-02       8.959202e-01
       18100       6.130120e-01       4.841581e-02       3.541265e-01       2.936210e+00       1.078022e-01       1.042929e+00
       18200       6.005732e-01       1.661394e-02       3.049417e-01       1.899804e+00       4.050955e-02       8.265688e-01
       18300       4.333225e-01       2.885699e-02       2.150041e-01       1.661712e+00       7.499491e-02       6.560081e-01
       18400       3.861914e-01       3.693251e-02       2.125534e-01       2.859743e+00       8.813410e-02       6.776922e-01
       18500       3.944016e-01       3.121545e-02       2.310773e-01       2.424791e+00       7.129822e-02       6.585118e-01
       18600       4.595127e-01       4.283185e-02       2.451310e-01       2.780681e+00       7.925896e-02       7.834344e-01
       18700       2.950142e-01       5.666341e-02       1.697889e-01       1.835873e+00       6.546839e-02       5.211797e-01
       18800       5.113091e-01       3.408513e-02       2.797532e-01       2.446857e+00       1.103836e-01       8.188390e-01
       18900       3.171639e-01       1.209607e-02       1.716155e-01       1.539915e+00       5.338175e-02       5.706628e-01
       19000       5.554665e-01       3.388927e-02       2.804934e-01       1.892825e+00       8.121098e-02       8.205900e-01
       19100       5.361663e-01       2.883813e-02       2.846398e-01       2.619130e+00       1.004562e-01       8.208578e-01
       19200       5.211001e-01       5.914361e-02       2.586913e-01       2.221520e+00       1.109945e-01       7.474654e-01
       19300       5.058942e-01       1.869029e-02       2.551113e-01       2.028163e+00       1.136443e-01       7.786346e-01
       19400       6.406209e-01       2.232760e-02       3.468736e-01       2.430728e+00       8.186606e-02       9.317293e-01
       19500       5.509115e-01       2.738446e-02       3.044797e-01       1.596410e+00       7.912523e-02       7.892988e-01
       19600       4.926391e-01       2.497455e-02       2.399259e-01       2.584333e+00       3.375410e-02       7.215514e-01
       19700       4.726106e-01       2.779958e-02       2.678182e-01       2.309539e+00       7.314337e-02       6.776397e-01
       19800       4.001314e-01       8.754018e-03       1.780951e-01       2.049904e+00       8.190042e-02       5.148520e-01
       19900       3.069738e-01       4.599098e-02       1.662465e-01       1.868935e+00       9.903656e-02       5.691148e-01
       20000       4.704985e-01       9.230738e-03       2.334114e-01       2.455051e+00       7.118917e-02       8.006466e-01
       20100       4.118057e-01       2.691282e-02       2.433710e-01       1.889476e+00       6.978373e-02       7.416297e-01
       20200       3.902521e-01       1.192275e-02       2.250588e-01       1.918991e+00       1.112384e-01       6.560434e-01
       20300       4.238504e-01       1.500481e-02       2.393989e-01       2.544150e+00       1.003552e-01       7.029574e-01
       20400       4.737789e-01       3.490506e-02       2.460473e-01       2.757356e+00       4.197208e-02       7.776637e-01
       20500       7.104230e-01       6.398706e-02       3.611829e-01       3.174432e+00       3.295124e-02       9.872094e-01
       20600       5.033097e-01       6.267548e-02       2.690478e-01       2.014775e+00       1.151279e-01       7.381576e-01
       20700       4.881600e-01       1.799921e-02       2.634611e-01       2.441764e+00       1.108799e-01       7.604355e-01
       20800       5.320387e-01       1.236802e-02       2.813752e-01       1.689515e+00       9.147560e-02       7.961642e-01
       20900       3.610437e-01       1.176918e-02       1.936443e-01       2.283364e+00       9.537224e-02       6.403547e-01
       21000       2.942166e-01       7.249375e-03       1.451390e-01       1.390708e+00       3.042130e-02       4.562868e-01
       21100       7.180791e-01       3.366896e-02       3.951564e-01       2.820405e+00       8.125395e-02       1.036929e+00
       21200       3.915173e-01       2.828790e-02       2.134502e-01       1.817217e+00       9.169197e-02       6.621995e-01
       21300       2.617617e-01       1.577415e-02       1.483190e-01       1.651161e+00       6.597752e-02       5.049322e-01
       21400       3.686205e-01       1.578728e-02       2.034558e-01       2.685370e+00       8.006521e-02       6.740452e-01
       21500       4.396386e-01       2.446396e-02       2.153653e-01       2.077749e+00       7.004981e-02       5.966318e-01
       21600       3.902177e-01       1.503686e-02       2.077507e-01       2.449961e+00       7.815201e-02       5.749705e-01
       21700       2.940554e-01       2.835720e-03       1.518837e-01       1.559493e+00       4.582464e-02       5.512655e-01
       21800       4.743950e-01       2.211656e-02       2.520883e-01       1.983368e+00       1.047976e-01       7.079592e-01
       21900       6.843338e-01       4.562539e-02       3.917650e-01       2.546182e+00       1.300312e-01       9.650911e-01
       22000       5.838308e-01       2.243826e-02       3.394889e-01       1.780832e+00       1.165416e-01       8.613382e-01
       22100       5.015805e-01       8.047804e-03       2.537771e-01       2.071596e+00       1.288639e-01       7.804515e-01
       22200       5.955324e-01       2.619755e-02       3.098209e-01       2.693514e+00       1.005898e-01       9.194594e-01
       22300       6.234603e-01       3.440542e-02       3.186170e-01       2.125613e+00       4.835760e-02       8.235160e-01
       22400       6.300713e-01       1.734263e-02       3.404770e-01       2.537373e+00       1.456960e-01       9.184879e-01
       22500       2.743373e-01       2.685901e-02       1.460636e-01       1.667980e+00       4.051830e-02       4.325207e-01
       22600       4.547482e-01       6.186561e-02       2.597026e-01       2.030990e+00       5.180210e-02       7.593371e-01
       22700       5.426276e-01       1.961249e-02       2.926950e-01       2.816607e+00       7.199270e-02       8.635144e-01
       22800       3.893380e-01       9.475694e-03       2.268764e-01       2.548388e+00       4.346951e-02       6.683882e-01
       22900       3.761177e-01       2.637954e-02       1.913614e-01       1.915545e+00       7.850689e-02       6.049197e-01
       23000       3.561721e-01       1.799867e-02       1.921531e-01       2.528846e+00       5.737802e-02       5.117339e-01
       23100       6.160524e-01       5.709740e-02       3.244288e-01       2.139753e+00       8.030982e-02       9.296132e-01
       23200       5.334614e-01       4.525745e-02       3.007534e-01       3.327037e+00       1.298101e-01       8.769677e-01
       23300       5.997361e-01       3.117969e-03       3.392597e-01       1.989299e+00       1.723052e-01       9.766268e-01
       23400       7.949447e-01       3.448781e-02       4.055436e-01       2.563383e+00       2.054278e-01       1.145767e+00
       23500       6.836061e-01       1.660445e-02       3.563936e-01       2.735911e+00       9.770203e-02       9.532598e-01
       23600       4.444893e-01       3.167867e-02       2.457690e-01       1.752652e+00       1.266696e-01       7.174440e-01
       23700       6.446089e-01       2.161368e-02       3.456038e-01       2.303148e+00       7.983520e-02       9.391350e-01
       23800       4.704998e-01       4.131871e-02       2.508958e-01       2.698255e+00       1.114711e-01       7.166840e-01
       23900       4.197417e-01       2.260199e-02       2.229710e-01       2.381528e+00       9.971453e-02       7.322690e-01
       24000       3.813651e-01       1.675546e-02       1.669935e-01       1.614151e+00       7.736151e-02       5.158122e-01
       24100       5.461353e-01       5.444613e-02       3.197577e-01       2.512583e+00       1.323377e-01       8.928288e-01
       24200       5.021932e-01       4.200779e-02       2.825706e-01       3.116583e+00       9.626008e-02       9.067351e-01
       24300       3.879371e-01       2.249359e-02       2.115767e-01       1.802092e+00       9.428435e-02       6.942096e-01
       24400       5.665307e-01       3.969645e-02       3.034586e-01       2.442756e+00       5.485947e-02       8.878232e-01
       24500       5.508147e-01       3.132383e-02       2.834903e-01       2.503904e+00       6.075361e-02       8.335395e-01
       24600       7.037308e-01       3.044095e-02       3.825184e-01       2.548098e+00       1.125400e-01       1.138872e+00
       24700       4.110727e-01       3.333345e-03       2.327616e-01       2.123941e+00       9.583881e-02       6.421982e-01
       24800       7.674608e-01       1.504306e-02       4.236719e-01       2.884537e+00       5.396779e-02       1.199163e+00
       24900       6.095548e-01       2.241596e-02       3.354899e-01       2.831090e+00       1.047303e-01       8.917441e-01
       25000       4.274766e-01       1.049545e-02       2.196991e-01       1.524023e+00       8.544131e-02       5.518426e-01
       25100       4.545512e-01       2.864397e-02       2.430657e-01       2.399907e+00       8.377509e-02       6.352711e-01
       25200       4.237811e-01       9.035188e-03       2.432363e-01       2.827603e+00       4.830204e-02       6.814153e-01
       25300       3.372597e-01       2.253066e-02       1.616398e-01       2.075151e+00       8.839841e-02       5.574180e-01
       25400       4.296597e-01       5.032124e-02       2.294124e-01       2.474560e+00       6.271069e-02       7.829589e-01
       25500       5.452913e-01       5.323666e-02       3.198619e-01       3.322271e+00       6.705408e-02       8.757066e-01
       25600       4.139889e-01       2.911361e-02       2.078636e-01       2.057295e+00       8.323064e-02       5.700786e-01
       25700       4.017529e-01       2.783611e-02       2.235136e-01       2.216483e+00       7.118401e-02       7.312197e-01
       25800       5.624921e-01       2.536124e-02       2.913677e-01       2.956109e+00       1.392356e-01       9.052304e-01
       25900       6.412731e-01       2.334081e-02       3.394814e-01       3.000095e+00       9.903586e-02       9.987117e-01
       26000       6.480336e-01       4.420612e-02       3.492293e-01       2.623431e+00       7.179306e-02       9.091202e-01
       26100       6.146409e-01       1.080120e-02       3.025808e-01       3.225192e+00       1.005470e-01       9.081391e-01
       26200       4.724763e-01       5.074200e-02       2.513974e-01       2.679903e+00       7.056245e-02       8.295992e-01
       26300       5.283826e-01       1.874173e-02       2.866327e-01       2.003269e+00       6.873393e-02       7.715983e-01
       26400       4.518845e-01       2.358849e-02       2.106363e-01       1.742775e+00       1.274345e-01       6.594335e-01
       26500       2.544152e-01       2.800739e-02       1.482492e-01       1.919266e+00       5.723051e-02       5.057413e-01
       26600       4.411194e-01       1.654251e-02       2.350791e-01       2.601672e+00       1.358724e-01       7.439853e-01
