#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
        9000       1.377056e-01       1.995755e-02       7.819378e-02       1.359534e+00       4.446758e-02       2.962928e-01
        9100       3.803228e-01       4.539806e-03       1.779798e-01       2.110905e+00       4.489109e-02       5.810407e-01
        9200       1.520414e-01       2.045782e-02       7.954511e-02       1.620631e+00       4.541951e-02       3.133593e-01
        9300       1.576220e-01       3.039499e-03       7.681083e-02       1.090401e+00       6.326124e-02       2.888840e-01
        9400       2.891750e-01       1.637308e-02       1.388945e-01       1.690661e+00       4.785556e-02       4.707749e-01
        9500       1.812038e-01       1.237194e-02       8.773600e-02       1.546236e+00       1.050728e-01       3.573789e-01
        9600       1.996988e-01       1.858388e-02       9.838865e-02       1.286587e+00       2.427446e-02       3.378299e-01
        9700       2.143511e-01       2.692048e-02       1.229735e-01       1.697305e+00       2.092980e-02       4.151450e-01
        9800       1.242576e-01       1.087321e-02       6.811001e-02       9.736302e-01       4.160856e-02       2.560356e-01
        9900       7.258461e-02       1.352804e-02       4.027456e-02       5.499452e-01       2.009679e-02       2.062984e-01
       10000       6.648914e-02       8.882037e-03       3.991804e-02       7.879291e-01       1.607844e-02       1.533075e-01
       10100       2.065190e-01       4.105062e-03       9.791535e-02       1.591630e+00       2.834867e-02       3.581348e-01
       10200       5.969577e-02       5.122439e-03       3.206640e-02       9.157474e-01       1.345729e-02       1.543442e-01
       10300       6.197365e-02       1.190968e-03       3.188179e-02       7.362148e-01       2.640249e-02       1.714756e-01
       10400       1.207836e-01       4.839230e-03       6.087329e-02       9.142620e-01       2.462182e-02       2.561973e-01
       10500       2.128031e-01       4.740056e-02       1.273688e-01       3.066471e+00       1.926128e-02       4.163278e-01
       10600       2.368880e-01       2.650357e-02       1.332169e-01       1.709254e+00       2.393227e-02       4.807119e-01
       10700       1.299960e-01       1.517490e-02       7.345327e-02       1.561907e+00       3.133305e-02       3.161828e-01
       10800       1.665926e-01       1.027104e-02       8.264590e-02       1.263123e+00       3.885195e-02       2.888284e-01
       10900       2.886558e-01       1.127430e-02       1.497007e-01       3.279998e+00       2.946292e-02       4.838510e-01
       11000       2.565504e-01       2.467377e-03       1.374478e-01       2.790686e+00       3.556980e-02       4.424039e-01
       11100       2.422169e-01       1.279338e-02       1.275214e-01       1.504508e+00       3.764071e-02       4.172502e-01
       11200       2.554560e-01       4.481508e-02       1.515470e-01       2.012515e+00       4.679590e-02       4.808467e-01
       11300       1.384188e-01       1.297215e-03       6.766228e-02       1.763153e+00       1.666300e-02       2.601612e-01
       11400       1.414759e-01       5.026734e-03       7.450482e-02       1.060375e+00       2.988619e-02       2.906562e-01
       11500       1.562724e-01       1.049383e-02       7.877350e-02       1.151423e+00       3.174001e-02       2.966849e-01
       11600       4.944915e-02       1.184546e-02       3.000484e-02       3.476969e-01       2.959269e-02       1.394360e-01
       11700       1.461094e-01       2.040549e-02       7.769727e-02       1.881721e+00       2.961929e-02       2.944186e-01
       11800       3.248468e-02       6.966097e-03       2.047656e-02       3.127736e-01       2.882652e-02       1.129061e-01
       11900       8.673601e-02       4.893919e-03       4.652649e-02       6.884742e-01       2.235239e-02       1.758900e-01
       12000       2.081394e-01       2.432617e-02       1.092673e-01       1.568222e+00       4.379392e-02       3.896733e-01
       12100       1.858006e-01       5.959280e-03       1.063142e-01       1.280617e+00       4.278945e-02       3.595726e-01
       12200       1.477121e-01       1.134965e-02       7.130725e-02       1.444439e+00       2.815480e-02       2.938831e-01
       12300       6.089187e-02       1.951293e-03       3.214504e-02       5.003658e-01       4.483453e-02       1.741666e-01
       12400       2.013904e-01       1.030156e-02       1.032660e-01       1.865446e+00       5.474363e-02       3.726692e-01
       12500       2.070433e-01       4.458206e-03       1.088894e-01       1.758551e+00       2.238938e-02       3.786854e-01
       12600       2.674044e-01       6.544152e-03       1.387619e-01       1.514365e+00       7.468835e-02       4.856977e-01
       12700       1.265161e-01       6.246465e-03       6.475722e-02       8.278659e-01       3.989102e-02       2.690862e-01
       12800       2.962390e-01       2.154256e-02       1.540314e-01       1.974747e+00       6.883199e-02       5.323110e-01
       12900       1.864656e-01       9.074720e-03       9.088614e-02       1.359583e+00       2.217273e-02       3.291974e-01
       13000       3.036127e-01       2.450235e-02       1.478453e-01       1.605652e+00       6.151078e-02       4.650378e-01
       13100       1.458592e-01       1.523911e-02       8.191176e-02       1.024555e+00       7.088043e-02       2.999863e-01
       13200       1.623829e-01       4.584983e-03       8.154622e-02       1.698627e+00       2.842771e-02       3.104312e-01
       13300       1.788239e-01       4.886910e-03       9.158502e-02       1.595005e+00       4.583409e-02       3.223385e-01
       13400       2.183706e-01       1.022143e-02       1.059177e-01       1.551232e+00       3.334315e-02       3.480262e-01
       13500       1.547750e-01       1.381020e-02       7.752811e-02       1.549432e+00       5.316069e-02       3.010553e-01
       13600       5.092776e-02       3.916269e-03       2.922149e-02       4.496914e-01       3.151202e-02       1.319681e-01
       13700       1.938644e-01       3.975171e-02       1.216504e-01       1.799283e+00       2.613045e-02       4.034480e-01
       13800       3.422814e-01       2.438897e-02       1.762130e-01       1.820908e+00       5.982271e-02       5.423201e-01
       13900       6.674778e-02       1.801979e-03       3.492240e-02       5.715682e-01       2.590300e-02       1.798172e-01
       14000       2.237717e-01       1.415390e-02       1.286143e-01       2.909225e+00       3.903352e-02       4.608133e-01
       14100       3.216534e-01       2.553717e-02       1.612196e-01       1.780297e+00       4.869796e-02       5.273738e-01
       14200       2.441891e-01       2.383387e-02       1.354719e-01       2.379939e+00       6.805819e-02       4.487439e-01
       14300       2.242388e-01       5.060314e-03       1.150822e-01       2.490107e+00       4.115322e-02       4.150774e-01
       14400       3.140037e-01       3.133547e-02       1.773126e-01       1.859042e+00       7.285270e-02       5.596609e-01
       14500       2.569075e-01       1.717673e-02       1.276888e-01       2.532930e+00       4.634401e-02       4.502393e-01
       14600       1.387847e-01       1.284748e-02       7.177914e-02       1.074864e+00       3.365967e-02       2.674473e-01
       14700       1.710506e-01       4.594324e-03       8.579070e-02       1.842789e+00       3.234970e-02       3.275919e-01
       14800       1.868080e-01       2.687023e-02       1.017174e-01       1.505720e+00       2.054149e-02       3.763614e-01
       14900       6.708205e-02       9.456734e-04       3.801769e-02       6.536883e-01       2.801449e-02       1.790227e-01
       15000       1.141472e-01       1.027068e-02       6.249450e-02       1.267978e+00       5.046835e-02       2.691975e-01
       15100       2.749076e-01       1.095233e-02       1.356206e-01       1.586264e+00       4.963601e-02       4.546952e-01
       15200       1.206724e-01       1.378899e-02       6.811222e-02       1.211197e+00       5.107880e-02       2.582525e-01
       15300       1.237855e-01       3.816435e-03       6.020739e-02       1.479342e+00       3.893464e-02       2.283782e-01
       15400       2.489230e-01       1.584779e-02       1.284764e-01       1.798430e+00       6.656791e-02       4.518118e-01
       15500       3.208010e-01       2.835409e-02       1.686121e-01       1.943365e+00       3.915758e-02       5.134290e-01
       15600       4.065288e-01       4.135454e-02       2.210166e-01       3.074242e+00       3.610586e-02       6.828370e-01
       15700       3.619661e-01       3.919050e-02       1.830917e-01       2.458186e+00       6.136393e-02       5.814181e-01
       15800       3.791188e-01       4.448310e-02       1.903297e-01       2.055611e+00       7.237905e-02       6.194080e-01
       15900       3.054118e-01       1.571624e-02       1.558768e-01       2.012942e+00       3.908489e-02       5.467300e-01
       16000       1.217499e-01       5.504072e-04       6.502895e-02       1.730368e+00       2.943812e-02       2.603683e-01
       16100       2.328168e-01       4.449126e-02       1.322219e-01       2.688513e+00       5.443229e-02       4.851340e-01
       16200       2.546425e-01       1.023418e-02       1.163456e-01       2.215951e+00       3.963424e-02       3.729559e-01
       16300       1.759037e-01       2.221784e-02       9.428874e-02       1.757079e+00       3.754886e-02       3.266042e-01
       16400       1.573551e-01       6.450876e-03       8.719507e-02       1.483187e+00       5.410652e-02       3.468368e-01
       16500       2.251955e-01       1.557887e-02       1.156322e-01       2.291589e+00       3.547298e-02       4.050754e-01
       16600       1.230166e-01       4.310681e-03       5.872308e-02       8.387737e-01       4.593038e-02       2.518243e-01
       16700       1.900733e-01       1.870943e-02       9.399116e-02       1.352213e+00       3.692908e-02       3.495410e-01
       16800       2.352272e-01       1.098696e-02       1.305008e-01       1.703301e+00       5.977427e-02       4.850369e-01
       16900       2.513424e-01       2.265810e-02       1.354402e-01       2.115778e+00       4.957704e-02       4.998369e-01
       17000       1.736007e-01       1.328103e-02       9.003963e-02       1.008959e+00       7.560260e-02       3.542573e-01
       17100       2.610409e-01       1.947185e-02       1.382713e-01       1.300240e+00       6.744246e-02       4.583686e-01
       17200       2.414915e-01       3.585724e-02       1.280356e-01       1.963677e+00       7.478456e-02       4.350626e-01
       17300       1.238782e-01       1.813403e-02       6.447987e-02       7.870456e-01       2.494126e-02       2.696560e-01
       17400       1.142281e-01       2.748319e-03       6.380463e-02       1.252035e+00       4.516177e-02       2.583819e-01
       17500       6.969465e-02       8.180951e-03       3.301187e-02       6.750720e-01       4.975197e-02       1.736439e-01
       17600       1.560414e-01       1.556770e-02       7.609477e-02       1.852848e+00       2.690785e-02       3.156582e-01
       17700       9.817451e-02       1.731840e-02       5.837042e-02       1.134225e+00       2.822004e-02       2.548457e-01
       17800       1.099219e-01       1.765738e-02       5.948423e-02       7.647326e-01       2.369844e-02       2.437622e-01
       17900       2.009220e-01       1.206791e-02       1.130327e-01       2.375084e+00       5.733354e-02       3.695990e-01
       18000       1.348043e-01       2.871441e-02       8.280992e-02       1.041762e+00       8.555953e-02       2.833210e-01
       18100       1.273912e-01       3.350648e-02       7.180910e-02       8.992079e-01       1.648539e-02       2.608788e-01
       18200       2.889785e-01       3.496208e-02       1.580092e-01       2.079462e+00       4.689540e-02       5.325254e-01
       18300       1.976079e-01       1.741121e-02       1.032578e-01       1.543970e+00       4.591445e-02       4.020045e-01
       18400       2.068913e-01       7.492594e-03       1.069145e-01       1.432880e+00       7.004355e-02       4.123886e-01
       18500       1.082237e-01       1.261943e-02       6.319391e-02       9.892547e-01       3.019128e-02       2.402774e-01
       18600       1.486013e-01       8.856719e-03       7.203762e-02       1.281830e+00       5.703783e-02       2.738770e-01
       18700       9.685335e-02       7.979581e-03       5.178673e-02       1.493559e+00       1.411142e-02       1.952077e-01
       18800       1.062479e-01       5.478777e-03       5.424791e-02       8.614177e-01       2.438175e-02       2.127374e-01
       18900       1.674283e-01       1.328392e-02       9.029428e-02       1.660778e+00       1.877219e-02       3.218226e-01
       19000       1.655463e-01       3.413459e-03       8.417967e-02       1.455413e+00       3.039191e-02       3.177557e-01
       19100       2.694887e-01       8.729354e-03       1.399875e-01       1.983917e+00       3.974670e-02       4.970064e-01
       19200       1.190995e-01       3.639853e-03       6.460706e-02       1.360257e+00       2.929952e-02       2.495082e-01
       19300       2.480502e-01       1.569235e-02       1.291687e-01       1.613217e+00       6.327409e-02       4.588650e-01
       19400       2.453825e-01       2.371168e-02       1.215892e-01       1.832946e+00       2.535698e-02       4.111009e-01
       19500       1.603678e-01       3.703058e-02       9.633359e-02       1.729734e+00       6.057249e-02       3.391593e-01
       19600       2.148516e-01       1.918129e-02       1.147218e-01       1.960640e+00       5.269373e-02       3.984466e-01
       19700       1.533030e-01       5.172005e-03       7.437179e-02       9.978029e-01       3.799720e-02       2.842609e-01
       19800       1.581026e-01       1.927607e-02       8.492882e-02       2.147286e+00       2.081084e-02       3.229888e-01
       19900       1.596266e-01       8.045272e-03       8.766975e-02       1.546545e+00       2.651062e-02       2.804951e-01
       20000       8.759652e-02       9.329445e-03       4.283436e-02       6.583920e-01       3.290909e-02       2.004689e-01
       20100       1.042269e-01       4.803960e-03       5.354248e-02       7.943022e-01       1.060830e-02       2.118567e-01
       20200       1.891134e-01       7.671380e-03       9.500628e-02       1.579277e+00       3.847478e-02       3.659761e-01
       20300       1.257353e-01       1.827247e-02       6.613882e-02       1.322590e+00       3.889345e-02       2.646443e-01
       20400       1.249948e-01       2.392845e-02       7.246880e-02       1.399675e+00       3.858833e-02       2.663146e-01
       20500       1.470645e-01       1.010491e-02       7.629883e-02       1.634324e+00       2.556778e-02       3.087894e-01
       20600       3.353465e-01       2.170106e-02       1.674559e-01       2.657843e+00       8.754134e-02       5.698550e-01
       20700       9.437183e-02       1.183558e-02       5.238834e-02       6.324750e-01       5.141741e-02       2.255622e-01
       20800       1.800716e-01       9.088344e-03       8.446452e-02       9.440120e-01       3.906297e-02       3.388052e-01
       20900       1.411303e-01       6.023333e-03       8.129708e-02       1.416488e+00       5.510004e-02       3.241316e-01
       21000       1.487760e-01       8.299391e-03       7.978560e-02       1.846133e+00       4.357753e-02       3.154775e-01
       21100       2.515567e-01       1.882564e-02       1.180200e-01       2.112501e+00       3.601011e-02       4.164025e-01
       21200       3.313455e-02       3.365524e-03       1.771513e-02       3.472606e-01       3.230956e-02       1.347985e-01
       21300       1.222765e-01       5.367975e-03       6.311672e-02       1.044678e+00       2.940622e-02       2.452597e-01
       21400       4.816316e-02       9.777259e-03       2.997560e-02       6.922343e-01       1.247958e-02       1.406223e-01
       21500       2.896933e-01       1.240314e-02       1.344140e-01       1.955089e+00       4.497092e-02       4.443027e-01
       21600       1.668417e-01       1.875744e-03       7.770288e-02       1.816253e+00       3.247014e-02       3.049814e-01
       21700       6.805833e-02       6.472091e-03       3.459755e-02       5.557298e-01       3.769408e-02       1.672420e-01
       21800       1.143957e-01       9.730315e-03       5.720389e-02       1.109830e+00       2.090124e-02       2.272146e-01
       21900       3.157626e-01       3.025228e-02       1.521533e-01       2.287622e+00       5.096020e-02       5.387151e-01
       22000       1.191074e-01       4.855354e-03       5.747729e-02       9.901175e-01       6.700798e-02       2.427933e-01
       22100       2.314219e-01       1.745595e-02       1.232233e-01       2.114648e+00       3.705235e-02       4.033972e-01
       22200       1.889064e-01       2.226691e-02       1.020706e-01       2.017096e+00       4.905737e-02       3.523702e-01
       22300       3.310829e-01       3.763133e-03       1.643890e-01       1.679732e+00       4.285030e-02       5.185657e-01
       22400       1.793441e-01       9.883521e-03       9.523581e-02       2.420750e+00       5.224420e-02       3.519193e-01
       22500       2.145030e-01       1.500295e-02       1.048880e-01       2.147651e+00       4.253847e-02       3.966352e-01
       22600       1.026504e-01       5.060886e-03       4.846271e-02       9.264578e-01       4.783573e-02       1.915337e-01
       22700       1.596682e-01       3.229116e-03       8.290318e-02       2.138756e+00       1.969259e-02       2.799404e-01
       22800       1.142293e-01       8.738064e-03       6.335966e-02       1.762651e+00       1.117070e-02       2.122480e-01
       22900       1.863408e-01       8.017788e-03       9.664305e-02       1.481309e+00       4.694927e-02       3.369624e-01
       23000       2.817922e-01       1.144987e-02       1.424815e-01       1.781965e+00       5.570390e-02       4.130369e-01
       23100       8.548494e-02       3.191969e-03       4.431391e-02       1.093931e+00       2.062768e-02       1.779596e-01
       23200       1.142962e-01       1.173548e-02       6.093366e-02       9.746399e-01       4.620094e-02       2.312720e-01
       23300       3.790910e-01       5.519169e-02       1.937775e-01       2.207654e+00       6.094074e-02       6.603483e-01
       23400       1.441676e-01       1.620214e-02       7.567933e-02       1.819911e+00       4.304231e-02       2.905211e-01
       23500       5.121017e-01       2.433691e-02       2.452329e-01       3.213413e+00       6.000574e-02       7.196225e-01
       23600       1.733244e-01       1.220506e-02       8.684298e-02       1.336856e+00       6.220562e-02       3.330784e-01
       23700       1.013121e-01       1.174390e-02       5.580391e-02       7.382666e-01       3.404241e-02       2.330184e-01
       23800       2.840448e-01       1.532189e-02       1.538623e-01       2.086591e+00       4.117800e-02       5.352651e-01
       23900       1.367759e-01       4.006018e-03       7.650752e-02       1.213852e+00       1.831497e-02       2.921615e-01
       24000       2.796408e-01       3.187388e-02       1.495125e-01       2.157307e+00       3.085768e-02       5.013870e-01
       24100       3.936363e-02       5.099974e-03       2.090417e-02       3.935889e-01       2.249520e-02       1.238287e-01
       24200       1.751284e-01       1.343800e-02       8.246067e-02       1.957051e+00       6.676460e-02       3.265570e-01
       24300       7.192264e-02       1.731553e-02       4.545326e-02       7.347537e-01       2.927877e-02       1.865071e-01
       24400       6.058190e-02       4.925413e-03       3.312993e-02       4.242723e-01       3.483950e-02       1.469672e-01
       24500       1.419105e-01       1.344429e-02       7.572542e-02       1.643735e+00       4.315913e-02       2.785949e-01
       24600       3.175346e-01       1.027435e-02       1.591072e-01       1.851349e+00       3.765885e-02       5.472262e-01
       24700       1.734143e-01       1.321733e-02       8.155215e-02       1.506016e+00       6.008329e-02       3.181921e-01
       24800       2.239472e-01       3.290697e-02       1.287797e-01       2.086922e+00       6.423686e-02       4.506687e-01
       24900       8.501947e-02       1.143367e-02       5.096561e-02       6.947771e-01       2.376997e-02       1.960218e-01
       25000       2.579564e-01       5.950939e-03       1.402146e-01       1.793223e+00       7.862317e-02       4.717221e-01
       25100       2.701309e-01       9.908999e-03       1.264798e-01       2.239446e+00       6.459801e-02       4.522523e-01
       25200       1.513552e-01       4.089194e-03       7.617393e-02       1.640642e+00       1.945683e-02       3.075913e-01
       25300       1.315963e-01       2.759985e-03       6.677999e-02       1.129574e+00       4.845787e-02       2.982920e-01
       25400       1.797489e-01       8.432459e-03       8.654740e-02       1.192954e+00       1.453546e-02       3.228071e-01
       25500       1.532828e-01       3.855037e-03       7.909643e-02       1.494582e+00       2.263406e-02       2.965239e-01
       25600       1.567361e-01       9.718827e-03       8.829345e-02       2.760518e+00       3.211231e-02       3.378933e-01
       25700       6.525386e-02       4.567081e-03       3.208232e-02       9.804479e-01       1.722900e-02       1.614592e-01
       25800       6.563728e-02       2.266243e-03       3.503702e-02       5.300716e-01       2.581250e-02       1.619052e-01
       25900       1.077238e-01       1.919774e-02       5.890279e-02       9.661106e-01       2.059179e-02       2.206626e-01
       26000       2.345693e-01       1.307934e-02       1.191390e-01       1.884317e+00       2.679087e-02       4.138771e-01
       26100       1.923285e-01       1.014759e-02       1.011556e-01       1.440490e+00       4.112397e-02       3.365163e-01
       26200       1.440143e-01       1.097289e-02       7.812216e-02       1.558787e+00       3.452302e-02       2.934558e-01
       26300       2.440819e-01       2.595029e-02       1.298481e-01       1.944327e+00       3.440714e-02       4.321723e-01
       26400       3.367108e-01       5.747666e-02       1.919720e-01       2.856379e+00       2.271592e-02       5.991253e-01
       26500       1.687222e-01       2.988398e-02       1.017884e-01       1.377827e+00       5.398884e-02       3.589571e-01
       26600       2.763924e-01       2.155317e-02       1.536416e-01       2.022541e+00       4.156060e-02       5.540692e-01
