#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1653500      2.20e-03    2.65e-03      3.03e-04    3.08e-04      1.25e-03    1.82e-03    1.1e-06
1653600      2.06e-03    1.32e-03      1.46e-04    9.89e-06      1.71e-03    1.20e-03    1.1e-06
1653700      1.35e-03    1.08e-03      3.72e-05    3.45e-05      1.21e-03    9.63e-04    1.1e-06
1653800      2.69e-03    1.58e-03      3.19e-04    1.49e-05      1.82e-03    1.43e-03    1.1e-06
1653900      1.88e-03    1.97e-03      2.04e-04    9.51e-05      1.35e-03    1.72e-03    1.1e-06
1654000      2.04e-03    2.20e-03      1.39e-04    1.23e-04      1.71e-03    1.90e-03    1.1e-06
1654100      1.99e-03    8.03e-04      1.82e-04    9.39e-05      1.55e-03    5.47e-04    1.1e-06
1654200      1.05e-03    9.70e-04      9.89e-05    6.21e-05      8.06e-04    8.22e-04    1.1e-06
1654300      1.35e-03    1.24e-03      6.57e-05    2.55e-05      1.18e-03    1.12e-03    1.1e-06
1654400      1.42e-03    1.64e-03      1.84e-04    5.26e-05      8.73e-04    1.47e-03    1.1e-06
1654500      2.01e-03    1.90e-03      2.38e-04    2.43e-04      1.36e-03    1.20e-03    1.1e-06
1654600      1.36e-03    1.38e-03      4.13e-05    5.03e-06      1.22e-03    1.25e-03    1.1e-06
1654700      1.12e-03    1.38e-03      7.67e-05    4.62e-06      9.41e-04    1.25e-03    1.1e-06
1654800      1.44e-03    1.18e-03      4.55e-05    9.26e-05      1.29e-03    9.63e-04    1.1e-06
1654900      1.38e-03    1.30e-03      1.29e-06    1.46e-04      1.25e-03    9.09e-04    1.1e-06
1655000      1.33e-03    1.39e-03      8.38e-05    3.22e-05      1.13e-03    1.25e-03    1.1e-06
1655100      1.32e-03    1.12e-03      1.42e-06    7.42e-05      1.20e-03    9.40e-04    1.1e-06
1655200      1.35e-03    1.08e-03      8.23e-05    5.22e-05      1.15e-03    9.42e-04    1.1e-06
1655300      2.46e-03    1.06e-03      3.62e-04    3.54e-05      1.24e-03    9.44e-04    1.1e-06
1655400      9.59e-04    9.68e-04      2.51e-05    6.13e-05      8.62e-04    8.22e-04    1.1e-06
1655500      9.86e-04    2.09e-03      2.22e-05    2.88e-04      8.89e-04    1.19e-03    1.1e-06
1655600      1.05e-03    9.97e-04      1.54e-06    1.24e-04      9.58e-04    6.41e-04    1.1e-06
1655700      9.17e-04    1.74e-03      5.81e-05    9.22e-06      7.78e-04    1.58e-03    1.1e-06
1655800      1.09e-03    1.19e-03      9.49e-05    1.14e-04      8.65e-04    9.13e-04    1.1e-06
1655900      2.84e-03    1.19e-03      3.57e-04    9.56e-05      1.81e-03    9.62e-04    1.1e-06
1656000      2.13e-03    1.46e-03      2.69e-04    1.08e-04      1.36e-03    1.20e-03    1.1e-06
1656100      1.47e-03    1.55e-03      1.95e-04    1.42e-04      8.74e-04    1.20e-03    1.1e-06
1656200      1.14e-03    1.58e-03      8.55e-05    8.23e-06      9.40e-04    1.43e-03    1.1e-06
1656300      9.04e-04    1.92e-03      3.12e-05    3.00e-04      8.06e-04    8.18e-04    1.1e-06
1656400      1.37e-03    2.55e-03      5.35e-05    3.81e-04      1.21e-03    1.24e-03    1.1e-06
1656500      9.48e-04    1.85e-03      1.64e-05    1.94e-04      8.58e-04    1.35e-03    1.1e-06
1656600      1.42e-03    2.29e-03      1.15e-05    3.24e-04      1.29e-03    1.25e-03    1.1e-06
1656700      2.91e-03    1.52e-03      3.75e-04    1.59e-04      1.81e-03    1.11e-03    1.1e-06
1656800      1.44e-03    2.19e-03      1.07e-04    1.12e-04      1.19e-03    1.90e-03    1.1e-06
1656900      1.36e-03    9.59e-04      9.83e-05    5.64e-05      1.13e-03    8.22e-04    1.1e-06
1657000      1.45e-03    8.91e-04      1.01e-04    1.34e-05      1.21e-03    8.06e-04    1.1e-06
1657100      1.09e-03    1.32e-03      9.57e-05    8.54e-05      8.63e-04    1.11e-03    1.1e-06
1657200      1.06e-03    1.76e-03      9.13e-06    3.36e-05      9.60e-04    1.59e-03    1.1e-06
1657300      2.05e-03    2.05e-03      1.41e-04    1.41e-04      1.71e-03    1.71e-03    1.1e-06
1657400      2.10e-03    1.07e-03      2.80e-04    9.79e-05      1.25e-03    8.32e-04    1.1e-06
1657500      9.84e-04    1.28e-03      2.13e-05    1.35e-04      8.88e-04    9.34e-04    1.1e-06
1657600      1.98e-03    1.66e-03      1.82e-04    1.74e-06      1.54e-03    1.50e-03    1.1e-06
1657700      1.12e-03    1.67e-03      1.28e-04    1.15e-04      7.77e-04    1.40e-03    1.1e-06
1657800      1.39e-03    1.17e-03      1.02e-04    1.06e-04      1.14e-03    9.14e-04    1.1e-06
1657900      1.42e-03    1.65e-03      6.48e-05    6.37e-05      1.24e-03    1.47e-03    1.1e-06
1658000      1.36e-03    1.10e-03      3.98e-05    1.23e-04      1.22e-03    7.77e-04    1.1e-06
1658100      2.05e-03    1.55e-03      1.40e-04    1.67e-05      1.71e-03    1.41e-03    1.1e-06
1658200      1.05e-03    1.34e-03      1.08e-05    1.08e-04      9.56e-04    1.08e-03    1.1e-06
1658300      1.32e-03    9.81e-04      4.36e-06    1.20e-04      1.20e-03    6.41e-04    1.1e-06
1658400      1.29e-03    2.21e-03      3.88e-05    5.20e-05      1.16e-03    1.99e-03    1.1e-06
1658500      1.54e-03    1.19e-03      2.13e-04    3.32e-05      8.75e-04    1.07e-03    1.1e-06
1658600      1.06e-03    7.93e-04      6.90e-05    4.25e-05      8.91e-04    6.87e-04    1.1e-06
1658700      2.49e-03    8.40e-04      2.60e-04    6.71e-05      1.83e-03    6.81e-04    1.1e-06
1658800      1.06e-03    7.57e-04      8.01e-05    1.53e-05      8.68e-04    6.83e-04    1.1e-06
1658900      1.39e-03    1.22e-03      1.11e-04    1.76e-05      1.13e-03    1.11e-03    1.1e-06
1659000      1.39e-03    1.98e-03      4.14e-05    2.85e-04      1.25e-03    1.04e-03    1.1e-06
1659100      1.22e-03    1.57e-03      1.15e-04    2.12e-04      9.36e-04    9.25e-04    1.1e-06
1659200      1.00e-03    9.71e-04      9.14e-05    2.31e-05      7.78e-04    8.74e-04    1.1e-06
1659300      1.04e-03    1.34e-03      7.50e-05    7.90e-05      8.65e-04    1.15e-03    1.1e-06
1659400      9.74e-04    2.72e-03      7.14e-05    4.85e-05      8.06e-04    2.46e-03    1.1e-06
1659500      1.99e-03    9.42e-04      1.84e-04    4.37e-05      1.54e-03    8.26e-04    1.1e-06
1659600      1.32e-03    2.75e-03      4.02e-05    8.13e-05      1.18e-03    2.47e-03    1.1e-06
1659700      2.09e-03    1.29e-03      2.58e-04    8.69e-05      1.36e-03    1.09e-03    1.1e-06
1659800      1.43e-03    8.60e-04      2.17e-05    2.43e-05      1.29e-03    7.71e-04    1.1e-06
1659900      2.41e-03    1.12e-03      3.50e-04    1.14e-04      1.24e-03    8.29e-04    1.1e-06
1660000      1.31e-03    1.31e-03      8.41e-06    2.11e-05      1.20e-03    1.19e-03    1.0e-06
1660100      9.56e-04    1.11e-03      2.93e-05    4.03e-05      8.59e-04    9.92e-04    1.0e-06
1660200      9.63e-04    1.54e-03      6.80e-05    8.63e-06      8.06e-04    1.41e-03    1.0e-06
1660300      1.94e-03    1.49e-03      8.37e-05    1.43e-04      1.72e-03    1.14e-03    1.0e-06
1660400      2.17e-03    6.98e-04      2.79e-04    9.56e-05      1.36e-03    4.03e-04    1.0e-06
1660500      1.37e-03    2.22e-03      9.62e-05    1.35e-04      1.15e-03    1.90e-03    1.0e-06
1660600      2.54e-03    2.61e-03      3.79e-04    1.76e-04      1.24e-03    2.20e-03    1.0e-06
1660700      2.84e-03    1.64e-03      3.60e-04    1.82e-05      1.81e-03    1.50e-03    1.0e-06
1660800      1.27e-03    1.14e-03      4.83e-05    1.07e-04      1.14e-03    8.83e-04    1.0e-06
1660900      1.35e-03    2.42e-03      3.20e-05    3.43e-04      1.23e-03    1.32e-03    1.0e-06
1661000      1.39e-03    1.76e-03      8.71e-05    1.25e-04      1.19e-03    1.48e-03    1.0e-06
1661100      1.05e-03    1.27e-03      7.85e-05    5.22e-05      8.66e-04    1.13e-03    1.0e-06
1661200      1.04e-03    2.03e-03      1.71e-05    1.62e-04      9.47e-04    1.65e-03    1.0e-06
1661300      1.08e-03    1.05e-03      4.41e-05    2.55e-05      9.63e-04    9.45e-04    1.0e-06
1661400      1.08e-03    1.65e-03      1.18e-04    1.86e-05      7.77e-04    1.51e-03    1.0e-06
1661500      1.52e-03    1.26e-03      1.02e-04    9.16e-05      1.28e-03    1.05e-03    1.0e-06
1661600      1.37e-03    1.71e-03      1.42e-05    9.87e-05      1.25e-03    1.47e-03    1.0e-06
1661700      1.09e-03    1.23e-03      8.62e-05    1.39e-04      8.91e-04    8.69e-04    1.0e-06
1661800      2.01e-03    2.38e-03      1.94e-04    3.44e-04      1.54e-03    1.24e-03    1.0e-06
1661900      1.68e-03    1.70e-03      2.44e-04    6.55e-05      8.78e-04    1.52e-03    1.0e-06
1662000      1.42e-03    2.70e-03      1.07e-05    3.10e-05      1.29e-03    2.46e-03    1.0e-06
1662100      9.09e-04    1.04e-03      5.58e-05    1.65e-05      7.78e-04    9.46e-04    1.0e-06
1662200      9.54e-04    1.28e-03      2.64e-05    6.74e-05      8.60e-04    1.11e-03    1.0e-06
1662300      1.08e-03    1.72e-03      5.94e-05    1.03e-04      9.41e-04    1.48e-03    1.0e-06
1662400      1.26e-03    1.24e-03      2.87e-05    9.89e-05      1.14e-03    1.01e-03    1.0e-06
1662500      2.26e-03    2.06e-03      3.01e-04    2.31e-04      1.36e-03    1.46e-03    1.0e-06
1662600      2.80e-03    1.86e-03      3.49e-04    9.63e-05      1.81e-03    1.62e-03    1.0e-06
1662700      9.83e-04    1.11e-03      2.39e-05    7.47e-05      8.89e-04    9.40e-04    1.0e-06
1662800      2.39e-03    2.22e-03      3.48e-04    1.36e-04      1.24e-03    1.90e-03    1.0e-06
1662900      9.58e-04    1.14e-03      3.02e-05    6.15e-05      8.61e-04    9.90e-04    1.0e-06
1663000      1.33e-03    1.62e-03      5.60e-05    2.99e-05      1.18e-03    1.47e-03    1.0e-06
1663100      2.17e-03    1.85e-03      2.44e-04    1.57e-04      1.53e-03    1.48e-03    1.0e-06
1663200      1.37e-03    1.75e-03      2.09e-05    1.46e-04      1.25e-03    1.41e-03    1.0e-06
1663300      1.17e-03    1.18e-03      1.22e-04    1.03e-04      8.66e-04    9.32e-04    1.0e-06
1663400      9.22e-04    1.45e-03      4.72e-05    1.83e-04      8.06e-04    9.26e-04    1.0e-06
1663500      1.31e-03    1.94e-03      6.01e-05    2.22e-04      1.15e-03    1.35e-03    1.0e-06
1663600      2.15e-03    1.49e-03      1.88e-04    1.48e-04      1.71e-03    1.13e-03    1.0e-06
1663700      1.05e-03    1.85e-03      5.74e-06    2.57e-04      9.59e-04    1.04e-03    1.0e-06
1663800      1.32e-03    1.57e-03      1.10e-05    1.35e-05      1.20e-03    1.43e-03    1.0e-06
1663900      1.35e-03    1.43e-03      3.64e-05    6.60e-05      1.22e-03    1.26e-03    1.0e-06
1664000      1.04e-03    1.05e-03      9.75e-05    6.00e-05      8.05e-04    9.11e-04    1.0e-06
1664100      2.80e-03    9.72e-04      3.50e-04    4.00e-05      1.81e-03    8.62e-04    1.0e-06
1664200      1.06e-03    1.31e-03      4.02e-05    1.21e-05      9.43e-04    1.19e-03    1.0e-06
1664300      9.88e-04    1.65e-03      5.11e-05    2.45e-04      8.63e-04    8.14e-04    1.0e-06
1664400      1.48e-03    1.07e-03      7.92e-05    6.84e-05      1.28e-03    9.13e-04    1.0e-06
1664500      1.37e-03    7.57e-04      4.64e-05    5.02e-05      1.23e-03    6.41e-04    1.0e-06
1664600      1.46e-03    1.42e-03      1.95e-04    1.27e-04      8.73e-04    1.12e-03    1.0e-06
1664700      9.61e-04    1.58e-03      3.16e-05    4.41e-05      8.62e-04    1.43e-03    1.0e-06
1664800      2.30e-03    1.31e-03      3.27e-04    9.50e-05      1.25e-03    1.09e-03    1.0e-06
1664900      1.98e-03    1.22e-03      1.81e-04    1.23e-04      1.54e-03    9.17e-04    1.0e-06
1665000      1.33e-03    2.29e-03      8.51e-05    1.64e-04      1.13e-03    1.91e-03    1.0e-06
1665100      1.11e-03    1.46e-03      6.56e-05    1.12e-04      9.51e-04    1.20e-03    1.0e-06
1665200      2.17e-03    1.01e-03      2.80e-04    5.27e-05      1.36e-03    8.78e-04    1.0e-06
1665300      1.34e-03    1.36e-03      4.00e-05    6.97e-05      1.21e-03    1.19e-03    1.0e-06
1665400      1.37e-03    1.34e-03      2.53e-05    6.09e-05      1.25e-03    1.18e-03    1.0e-06
1665500      1.42e-03    1.20e-03      9.84e-05    1.10e-05      1.19e-03    1.09e-03    1.0e-06
1665600      1.02e-03    1.40e-03      5.20e-05    4.49e-05      8.90e-04    1.26e-03    1.0e-06
1665700      9.55e-04    1.29e-03      7.64e-05    1.53e-04      7.78e-04    8.70e-04    1.0e-06
1665800      2.06e-03    6.24e-04      1.52e-04    7.80e-05      1.71e-03    4.03e-04    1.0e-06
1665900      1.32e-03    2.38e-03      7.21e-05    1.75e-04      1.15e-03    1.98e-03    1.0e-06
1666000      1.32e-03    1.19e-03      6.46e-05    1.36e-04      1.15e-03    8.27e-04    1.0e-06
1666100      1.42e-03    1.28e-03      1.38e-05    1.25e-04      1.30e-03    9.78e-04    1.0e-06
1666200      2.01e-03    1.38e-03      1.91e-04    1.10e-04      1.54e-03    1.12e-03    1.0e-06
1666300      9.39e-04    1.95e-03      5.63e-05    1.98e-04      8.06e-04    1.46e-03    1.0e-06
1666400      1.29e-03    2.07e-03      1.55e-04    2.11e-04      8.70e-04    1.54e-03    1.0e-06
1666500      1.34e-03    1.08e-03      2.34e-05    5.58e-05      1.22e-03    9.39e-04    1.0e-06
1666600      1.04e-03    9.87e-04      1.04e-04    1.23e-04      7.78e-04    6.41e-04    1.0e-06
1666700      1.31e-03    1.57e-03      7.53e-05    1.47e-04      1.13e-03    1.22e-03    1.0e-06
1666800      1.91e-03    9.52e-04      2.12e-04    2.50e-05      1.36e-03    8.59e-04    1.0e-06
1666900      1.05e-03    1.42e-03      1.40e-06    2.30e-05      9.59e-04    1.29e-03    1.0e-06
1667000      1.38e-03    1.65e-03      4.04e-05    2.27e-05      1.25e-03    1.50e-03    1.0e-06
1667100      2.10e-03    1.42e-03      1.67e-04    1.24e-04      1.71e-03    1.12e-03    1.0e-06
1667200      1.11e-03    8.38e-04      1.00e-04    1.26e-04      8.69e-04    4.05e-04    1.0e-06
1667300      1.42e-03    1.22e-03      9.80e-05    1.03e-04      1.19e-03    9.81e-04    1.0e-06
1667400      1.16e-03    1.52e-03      9.43e-05    1.35e-04      9.38e-04    1.20e-03    1.0e-06
1667500      1.04e-03    1.06e-03      6.57e-05    1.88e-05      8.90e-04    9.60e-04    1.0e-06
1667600      1.29e-03    1.17e-03      1.55e-04    4.34e-05      8.69e-04    1.04e-03    1.0e-06
1667700      2.48e-03    1.03e-03      3.68e-04    6.04e-05      1.24e-03    8.87e-04    1.0e-06
1667800      2.75e-03    1.21e-03      3.37e-04    3.85e-05      1.82e-03    1.08e-03    1.0e-06
1667900      1.35e-03    1.75e-03      4.45e-05    2.15e-04      1.21e-03    1.15e-03    1.0e-06
1668000      2.10e-03    1.41e-03      2.62e-04    5.49e-05      1.36e-03    1.26e-03    1.0e-06
1668100      1.38e-03    9.08e-04      3.39e-05    1.21e-04      1.25e-03    5.48e-04    1.0e-06
1668200      1.23e-03    2.18e-03      1.22e-04    1.70e-04      9.35e-04    1.78e-03    1.0e-06
1668300      1.09e-03    2.04e-03      1.14e-04    1.67e-04      8.05e-04    1.65e-03    1.0e-06
1668400      2.83e-03    1.44e-03      3.57e-04    1.51e-04      1.81e-03    1.06e-03    1.0e-06
1668500      2.44e-03    1.76e-03      3.58e-04    1.23e-04      1.24e-03    1.48e-03    1.0e-06
1668600      1.05e-03    1.68e-03      1.69e-05    1.20e-04      9.56e-04    1.40e-03    1.0e-06
1668700      1.34e-03    1.51e-03      2.45e-05    2.00e-04      1.22e-03    9.08e-04    1.0e-06
1668800      9.66e-04    1.24e-03      3.73e-05    5.60e-05      8.61e-04    1.09e-03    1.0e-06
1668900      1.28e-03    1.12e-03      1.52e-04    8.27e-05      8.70e-04    9.29e-04    1.0e-06
1669000      1.10e-03    1.58e-03      1.22e-04    1.70e-04      7.78e-04    1.14e-03    1.0e-06
1669100      1.40e-03    1.35e-03      9.19e-05    5.39e-05      1.19e-03    1.20e-03    1.0e-06
1669200      1.32e-03    2.20e-03      2.38e-05    4.43e-05      1.20e-03    1.99e-03    1.0e-06
1669300      1.07e-03    2.23e-03      7.58e-05    3.36e-04      8.91e-04    1.06e-03    1.0e-06
1669400      1.29e-03    1.45e-03      3.73e-05    1.12e-04      1.16e-03    1.19e-03    1.0e-06
1669500      1.42e-03    1.04e-03      2.11e-05    1.07e-04      1.29e-03    7.78e-04    1.0e-06
1669600      1.06e-03    2.15e-03      8.11e-05    1.89e-04      8.69e-04    1.71e-03    1.0e-06
1669700      1.25e-03    2.16e-03      2.37e-05    1.03e-04      1.14e-03    1.90e-03    1.0e-06
1669800      2.03e-03    1.62e-03      2.00e-04    2.85e-05      1.54e-03    1.47e-03    1.0e-06
1669900      2.07e-03    1.97e-03      1.56e-04    1.78e-04      1.71e-03    1.54e-03    1.0e-06
1670000      1.30e-03    2.18e-03      7.33e-05    1.22e-04      1.13e-03    1.90e-03    9.5e-07
1670100      2.04e-03    7.61e-04      2.49e-04    2.44e-05      1.36e-03    6.86e-04    9.5e-07
1670200      1.25e-03    1.08e-03      1.63e-04    1.03e-04      7.78e-04    8.30e-04    9.5e-07
1670300      2.05e-03    1.03e-03      1.51e-04    1.03e-04      1.71e-03    7.78e-04    9.5e-07
1670400      1.37e-03    2.30e-03      1.01e-04    1.70e-04      1.15e-03    1.91e-03    9.5e-07
1670500      8.92e-04    1.66e-03      2.60e-05    3.99e-05      8.06e-04    1.51e-03    9.5e-07
1670600      1.94e-03    1.96e-03      1.70e-04    2.66e-04      1.55e-03    1.15e-03    9.5e-07
1670700      1.31e-03    1.32e-03      1.19e-05    4.06e-05      1.20e-03    1.19e-03    9.5e-07
1670800      1.34e-03    1.21e-03      1.90e-05    3.57e-05      1.22e-03    1.09e-03    9.5e-07
1670900      1.08e-03    1.51e-03      6.08e-05    1.49e-04      9.41e-04    1.15e-03    9.5e-07
1671000      1.44e-03    1.60e-03      5.38e-05    7.04e-05      1.29e-03    1.42e-03    9.5e-07
1671100      1.02e-03    1.85e-03      5.55e-05    9.40e-05      8.91e-04    1.62e-03    9.5e-07
1671200      1.02e-03    9.93e-04      6.75e-05    4.76e-05      8.65e-04    8.76e-04    9.5e-07
1671300      1.06e-03    1.35e-03      2.32e-05    2.38e-05      9.60e-04    1.23e-03    9.5e-07
1671400      1.14e-03    1.37e-03      1.13e-04    1.55e-04      8.68e-04    9.60e-04    9.5e-07
1671500      1.34e-03    2.41e-03      6.29e-05    1.90e-04      1.18e-03    1.98e-03    9.5e-07
1671600      1.39e-03    1.24e-03      1.79e-04    2.32e-05      8.72e-04    1.13e-03    9.5e-07
1671700      2.55e-03    1.64e-03      3.82e-04    6.69e-05      1.24e-03    1.47e-03    9.5e-07
1671800      1.37e-03    1.07e-03      5.27e-06    1.05e-04      1.25e-03    8.17e-04    9.5e-07
1671900      2.92e-03    1.82e-03      3.80e-04    2.25e-04      1.81e-03    1.20e-03    9.5e-07
1672000      1.21e-03    2.12e-03      1.15e-04    3.01e-04      9.35e-04    1.16e-03    9.5e-07
1672100      1.32e-03    9.69e-04      8.49e-05    8.28e-05      1.13e-03    7.78e-04    9.5e-07
1672200      8.82e-04    1.68e-03      1.11e-05    5.50e-05      8.07e-04    1.52e-03    9.5e-07
1672300      1.97e-03    1.78e-03      2.30e-04    2.23e-04      1.36e-03    1.15e-03    9.5e-07
1672400      1.50e-03    1.18e-03      2.04e-04    2.78e-05      8.74e-04    1.07e-03    9.5e-07
1672500      1.33e-03    1.35e-03      1.52e-05    6.91e-05      1.22e-03    1.18e-03    9.5e-07
1672600      2.40e-03    1.92e-03      3.50e-04    2.49e-04      1.24e-03    1.19e-03    9.5e-07
1672700      1.06e-03    1.56e-03      1.14e-04    1.65e-04      7.77e-04    1.14e-03    9.5e-07
1672800      2.80e-03    2.48e-03      3.52e-04    9.52e-05      1.81e-03    2.22e-03    9.5e-07
1672900      1.06e-03    1.39e-03      2.72e-05    1.03e-04      9.61e-04    1.15e-03    9.5e-07
1673000      1.01e-03    7.47e-04      6.26e-05    3.98e-07      8.66e-04    6.84e-04    9.5e-07
1673100      9.95e-04    1.61e-03      5.72e-05    3.42e-05      8.63e-04    1.47e-03    9.5e-07
1673200      9.71e-04    2.54e-03      1.45e-05    2.78e-04      8.87e-04    1.82e-03    9.5e-07
1673300      1.45e-03    2.11e-03      6.95e-05    2.27e-04      1.28e-03    1.54e-03    9.5e-07
1673400      2.13e-03    2.33e-03      1.82e-04    3.63e-05      1.71e-03    2.13e-03    9.5e-07
1673500      1.32e-03    1.21e-03      1.36e-05    4.01e-05      1.20e-03    1.09e-03    9.5e-07
1673600      1.32e-03    2.16e-03      7.41e-05    1.11e-04      1.15e-03    1.89e-03    9.5e-07
1673700      1.88e-03    1.13e-03      1.43e-04    1.11e-04      1.55e-03    8.67e-04    9.5e-07
1673800      1.37e-03    9.77e-04      1.04e-05    2.19e-05      1.25e-03    8.88e-04    9.5e-07
1673900      1.43e-03    1.05e-03      1.06e-04    2.44e-05      1.19e-03    9.56e-04    9.5e-07
1674000      2.00e-03    1.13e-03      1.24e-04    3.90e-05      1.72e-03    1.02e-03    9.5e-07
1674100      1.37e-03    1.48e-03      1.05e-04    1.47e-04      1.13e-03    1.12e-03    9.5e-07
1674200      1.41e-03    1.75e-03      1.83e-04    3.87e-05      8.72e-04    1.59e-03    9.5e-07
1674300      2.73e-03    1.14e-03      3.32e-04    9.95e-05      1.81e-03    9.12e-04    9.5e-07
1674400      2.28e-03    1.82e-03      3.24e-04    1.85e-05      1.25e-03    1.67e-03    9.5e-07
1674500      9.78e-04    1.33e-03      4.73e-05    1.72e-05      8.63e-04    1.22e-03    9.5e-07
1674600      1.13e-03    1.57e-03      8.34e-05    6.50e-06      9.38e-04    1.43e-03    9.5e-07
1674700      1.06e-03    1.46e-03      2.75e-05    1.44e-04      9.61e-04    1.11e-03    9.5e-07
1674800      1.35e-03    2.10e-03      4.74e-05    2.24e-04      1.21e-03    1.54e-03    9.5e-07
1674900      1.37e-03    1.92e-03      3.32e-05    2.74e-04      1.25e-03    1.04e-03    9.5e-07
1675000      1.28e-03    1.28e-03      3.94e-05    1.61e-04      1.16e-03    8.26e-04    9.5e-07
1675100      1.36e-03    1.93e-03      5.56e-05    1.35e-04      1.21e-03    1.63e-03    9.5e-07
1675200      9.61e-04    1.72e-03      3.46e-05    1.97e-04      8.62e-04    1.20e-03    9.5e-07
1675300      1.96e-03    1.64e-03      1.78e-04    5.80e-06      1.54e-03    1.51e-03    9.5e-07
1675400      2.10e-03    2.16e-03      2.64e-04    1.08e-04      1.36e-03    1.90e-03    9.5e-07
1675500      1.39e-03    1.01e-03      8.82e-05    6.36e-05      1.19e-03    8.65e-04    9.5e-07
1675600      1.42e-03    1.34e-03      4.08e-05    1.68e-04      1.29e-03    8.69e-04    9.5e-07
1675700      8.88e-04    1.20e-03      2.10e-05    4.59e-05      8.06e-04    1.08e-03    9.5e-07
1675800      9.72e-04    1.73e-03      1.62e-05    2.14e-04      8.87e-04    1.14e-03    9.5e-07
1675900      1.09e-03    7.82e-04      1.21e-04    8.90e-05      7.77e-04    5.49e-04    9.5e-07
1676000      9.79e-04    1.33e-03      4.72e-05    8.58e-05      8.63e-04    1.13e-03    9.5e-07
1676100      1.05e-03    1.90e-03      8.00e-05    1.55e-04      8.67e-04    1.55e-03    9.5e-07
1676200      1.32e-03    1.07e-03      7.58e-05    5.22e-05      1.15e-03    9.38e-04    9.5e-07
1676300      2.07e-03    1.68e-03      1.58e-04    8.62e-05      1.71e-03    1.47e-03    9.5e-07
1676400      1.36e-03    1.84e-03      3.77e-05    1.54e-04      1.23e-03    1.49e-03    9.5e-07
1676500      1.12e-03    1.06e-03      7.84e-05    1.02e-04      9.41e-04    8.19e-04    9.5e-07
1676600      1.17e-03    1.60e-03      1.14e-04    6.91e-05      8.94e-04    1.42e-03    9.5e-07
1676700      1.42e-03    1.57e-03      1.00e-04    1.88e-05      1.19e-03    1.43e-03    9.5e-07
1676800      1.42e-03    2.21e-03      3.27e-05    2.96e-04      1.29e-03    1.33e-03    9.5e-07
1676900      2.87e-03    1.98e-03      3.69e-04    2.87e-04      1.81e-03    1.04e-03    9.5e-07
1677000      1.32e-03    1.39e-03      3.68e-05    8.17e-05      1.20e-03    1.20e-03    9.5e-07
1677100      1.37e-03    1.04e-03      6.93e-06    7.79e-05      1.25e-03    8.63e-04    9.5e-07
1677200      1.06e-03    1.54e-03      2.78e-05    1.87e-04      9.62e-04    1.03e-03    9.5e-07
1677300      1.29e-03    2.07e-03      6.12e-05    3.03e-04      1.14e-03    1.06e-03    9.5e-07
1677400      2.16e-03    1.28e-03      2.79e-04    1.41e-04      1.36e-03    9.18e-04    9.5e-07
1677500      2.35e-03    9.65e-04      3.39e-04    2.52e-05      1.24e-03    8.74e-04    9.5e-07
1677600      1.38e-03    1.19e-03      1.76e-04    1.10e-04      8.73e-04    9.32e-04    9.5e-07
1677700      1.98e-03    9.79e-04      1.84e-04    4.69e-05      1.54e-03    8.64e-04    9.5e-07
1677800      1.15e-03    1.28e-03      1.37e-04    4.64e-05      7.78e-04    1.15e-03    9.5e-07
1677900      1.05e-03    1.81e-03      1.00e-04    2.55e-05      8.06e-04    1.65e-03    9.5e-07
1678000      1.21e-03    2.14e-03      1.16e-04    9.40e-05      9.36e-04    1.90e-03    9.5e-07
1678100      2.32e-03    1.22e-03      3.33e-04    3.04e-05      1.24e-03    1.11e-03    9.5e-07
1678200      1.32e-03    2.75e-03      7.46e-05    3.37e-04      1.15e-03    1.81e-03    9.5e-07
1678300      1.91e-03    1.21e-03      1.58e-04    1.44e-04      1.55e-03    8.26e-04    9.5e-07
1678400      1.43e-03    2.53e-03      4.51e-05    3.19e-04      1.29e-03    1.63e-03    9.5e-07
1678500      1.05e-03    1.73e-03      6.86e-05    1.48e-05      8.91e-04    1.59e-03    9.5e-07
1678600      1.25e-03    1.48e-03      1.43e-04    1.91e-04      8.70e-04    9.24e-04    9.5e-07
1678700      2.95e-03    2.56e-03      3.87e-04    3.84e-04      1.81e-03    1.24e-03    9.5e-07
1678800      1.37e-03    1.03e-03      8.47e-06    7.15e-05      1.25e-03    8.67e-04    9.5e-07
1678900      1.10e-03    1.59e-03      9.68e-05    3.90e-05      8.69e-04    1.44e-03    9.5e-07
1679000      1.28e-03    2.43e-03      6.95e-07    2.18e-04      1.18e-03    1.92e-03    9.5e-07
1679100      1.31e-03    1.22e-03      2.08e-05    9.28e-05      1.20e-03    1.01e-03    9.5e-07
1679200      2.08e-03    1.01e-03      1.63e-04    6.19e-05      1.71e-03    8.64e-04    9.5e-07
1679300      1.35e-03    2.39e-03      3.85e-05    2.83e-04      1.22e-03    1.63e-03    9.5e-07
1679400      1.87e-03    1.95e-03      2.03e-04    9.31e-05      1.35e-03    1.72e-03    9.5e-07
1679500      8.98e-04    1.66e-03      3.23e-05    7.77e-05      8.06e-04    1.46e-03    9.5e-07
1679600      1.05e-03    1.56e-03      7.90e-06    1.13e-05      9.58e-04    1.43e-03    9.5e-07
