#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  57600      5.79e-02    6.36e-02      6.76e-03    7.32e-03      1.97e-03    2.17e-03    3.9e-03
  57700      7.33e-02    8.72e-02      4.19e-03    5.77e-03      2.60e-03    3.08e-03    3.9e-03
  57800      1.13e-01    1.46e-01      6.40e-03    4.92e-03      3.99e-03    5.23e-03    3.9e-03
  57900      6.85e-02    6.27e-02      1.07e-02    1.29e-02      2.22e-03    1.85e-03    3.9e-03
  58000      8.06e-02    6.22e-02      1.44e-02    1.20e-02      2.51e-03    1.89e-03    3.9e-03
  58100      1.30e-01    6.94e-02      1.17e-02    1.08e-02      4.53e-03    2.25e-03    3.9e-03
  58200      7.89e-02    1.09e-01      2.14e-02    2.35e-02      1.87e-03    3.14e-03    3.9e-03
  58300      6.24e-02    5.80e-02      7.28e-03    4.42e-03      2.12e-03    2.04e-03    3.9e-03
  58400      7.36e-02    7.68e-02      1.17e-02    1.29e-02      2.37e-03    2.44e-03    3.9e-03
  58500      1.13e-01    1.12e-01      3.27e-02    3.26e-02      2.38e-03    2.36e-03    3.9e-03
  58600      5.93e-02    4.84e-02      3.20e-03    2.78e-03      2.11e-03    1.72e-03    3.9e-03
  58700      1.39e-01    8.84e-02      5.75e-03    6.03e-03      4.95e-03    3.12e-03    3.9e-03
  58800      1.12e-01    1.30e-01      9.72e-03    9.94e-03      3.91e-03    4.56e-03    3.9e-03
  58900      1.15e-01    7.15e-02      9.25e-04    3.51e-04      4.13e-03    2.57e-03    3.9e-03
  59000      1.29e-01    1.21e-01      2.07e-02    1.56e-02      4.14e-03    4.06e-03    3.9e-03
  59100      7.04e-02    7.93e-02      1.82e-02    1.81e-02      1.76e-03    2.21e-03    3.9e-03
  59200      4.77e-02    7.61e-02      5.49e-03    5.98e-03      1.62e-03    2.67e-03    3.9e-03
  59300      1.61e-01    8.13e-02      8.80e-03    1.12e-02      5.72e-03    2.70e-03    3.9e-03
  59400      7.90e-02    7.90e-02      1.49e-02    1.72e-02      2.42e-03    2.26e-03    3.9e-03
  59500      6.15e-02    5.40e-02      5.71e-03    5.46e-03      2.14e-03    1.86e-03    3.9e-03
  59600      7.70e-02    8.53e-02      6.20e-03    5.98e-03      2.70e-03    3.01e-03    3.9e-03
  59700      4.99e-02    5.00e-02      2.34e-03    2.53e-03      1.78e-03    1.78e-03    3.9e-03
  59800      9.65e-02    6.54e-02      1.25e-02    1.02e-02      3.23e-03    2.12e-03    3.9e-03
  59900      6.59e-02    8.54e-02      1.26e-02    1.22e-02      2.00e-03    2.82e-03    3.9e-03
  60000      1.36e-01    8.32e-02      7.33e-03    1.08e-02      4.94e-03    2.83e-03    3.7e-03
  60100      1.81e-01    8.88e-02      1.58e-02    1.75e-02      6.46e-03    2.65e-03    3.7e-03
  60200      9.88e-02    7.93e-02      3.97e-03    7.75e-03      3.62e-03    2.79e-03    3.7e-03
  60300      1.34e-01    1.22e-01      3.92e-03    1.94e-03      4.94e-03    4.49e-03    3.7e-03
  60400      1.04e-01    8.04e-02      1.90e-02    1.90e-02      3.22e-03    2.10e-03    3.7e-03
  60500      8.47e-02    8.44e-02      9.62e-03    9.89e-03      2.94e-03    2.92e-03    3.7e-03
  60600      9.16e-02    9.68e-02      2.64e-02    2.57e-02      1.71e-03    2.17e-03    3.7e-03
  60700      8.66e-02    7.33e-02      1.36e-02    1.47e-02      2.82e-03    2.16e-03    3.7e-03
  60800      9.75e-02    1.00e-01      1.36e-02    1.38e-02      3.27e-03    3.37e-03    3.7e-03
  60900      1.08e-01    9.41e-02      2.83e-02    2.67e-02      2.46e-03    1.83e-03    3.7e-03
  61000      5.85e-02    8.70e-02      7.89e-03    9.00e-03      1.97e-03    3.05e-03    3.7e-03
  61100      5.84e-02    8.03e-02      5.34e-03    5.32e-03      2.07e-03    2.90e-03    3.7e-03
  61200      5.45e-02    6.50e-02      9.58e-03    8.90e-03      1.71e-03    2.18e-03    3.7e-03
  61300      5.59e-02    6.85e-02      6.49e-03    6.41e-03      1.93e-03    2.42e-03    3.7e-03
  61400      4.35e-02    6.28e-02      3.88e-04    1.30e-03      1.60e-03    2.31e-03    3.7e-03
  61500      8.57e-02    7.48e-02      9.62e-03    9.19e-03      2.98e-03    2.57e-03    3.7e-03
  61600      8.82e-02    7.69e-02      3.74e-03    2.78e-03      3.23e-03    2.82e-03    3.7e-03
  61700      9.34e-02    7.13e-02      7.03e-03    6.99e-03      3.36e-03    2.51e-03    3.7e-03
  61800      6.87e-02    6.74e-02      1.45e-03    1.56e-03      2.53e-03    2.48e-03    3.7e-03
  61900      5.51e-02    7.64e-02      1.05e-02    1.07e-02      1.66e-03    2.56e-03    3.7e-03
  62000      7.79e-02    7.76e-02      1.47e-02    1.58e-02      2.37e-03    2.27e-03    3.7e-03
  62100      7.49e-02    7.27e-02      1.63e-02    1.55e-02      2.09e-03    2.07e-03    3.7e-03
  62200      5.92e-02    6.81e-02      8.83e-03    1.02e-02      1.95e-03    2.24e-03    3.7e-03
  62300      8.57e-02    6.69e-02      1.69e-02    1.66e-02      2.55e-03    1.65e-03    3.7e-03
  62400      6.71e-02    7.95e-02      8.22e-03    7.95e-03      2.30e-03    2.80e-03    3.7e-03
  62500      7.10e-02    5.22e-02      4.99e-03    5.93e-03      2.56e-03    1.81e-03    3.7e-03
  62600      5.27e-02    5.63e-02      6.40e-03    7.07e-03      1.81e-03    1.92e-03    3.7e-03
  62700      7.27e-02    3.86e-02      2.65e-03    1.79e-03      2.66e-03    1.41e-03    3.7e-03
  62800      1.24e-01    8.96e-02      1.24e-03    5.96e-04      4.58e-03    3.30e-03    3.7e-03
  62900      6.13e-02    6.69e-02      7.78e-03    7.23e-03      2.09e-03    2.33e-03    3.7e-03
  63000      6.69e-02    4.78e-02      5.51e-03    3.83e-03      2.39e-03    1.71e-03    3.7e-03
  63100      7.27e-02    6.42e-02      4.68e-03    6.35e-03      2.63e-03    2.26e-03    3.7e-03
  63200      8.23e-02    5.68e-02      5.72e-03    6.12e-03      2.97e-03    1.98e-03    3.7e-03
  63300      6.41e-02    6.74e-02      9.35e-03    1.01e-02      2.13e-03    2.23e-03    3.7e-03
  63400      1.35e-01    1.40e-01      1.31e-02    1.34e-02      4.76e-03    4.95e-03    3.7e-03
  63500      8.31e-02    7.24e-02      9.31e-03    9.90e-03      2.89e-03    2.44e-03    3.7e-03
  63600      1.00e-01    1.15e-01      5.03e-03    4.79e-03      3.65e-03    4.22e-03    3.7e-03
  63700      1.01e-01    1.13e-01      2.76e-02    2.72e-02      2.15e-03    2.91e-03    3.7e-03
  63800      6.27e-02    6.27e-02      1.40e-02    1.40e-02      1.72e-03    1.72e-03    3.7e-03
  63900      2.00e-01    1.02e-01      1.06e-03    2.27e-03      7.36e-03    3.76e-03    3.7e-03
  64000      7.24e-02    7.87e-02      1.61e-02    1.60e-02      2.00e-03    2.30e-03    3.7e-03
  64100      7.17e-02    6.00e-02      9.76e-03    9.77e-03      2.41e-03    1.93e-03    3.7e-03
  64200      6.65e-02    7.66e-02      3.40e-03    1.55e-04      2.42e-03    2.83e-03    3.7e-03
  64300      8.46e-02    8.86e-02      1.78e-02    1.76e-02      2.43e-03    2.63e-03    3.7e-03
  64400      6.23e-02    7.66e-02      5.08e-03    4.88e-03      2.23e-03    2.77e-03    3.7e-03
  64500      9.01e-02    5.71e-02      6.72e-03    6.53e-03      3.24e-03    1.98e-03    3.7e-03
  64600      6.28e-02    6.07e-02      3.85e-03    3.00e-03      2.28e-03    2.21e-03    3.7e-03
  64700      8.69e-02    8.13e-02      1.94e-02    1.97e-02      2.38e-03    2.06e-03    3.7e-03
  64800      8.24e-02    6.39e-02      1.42e-02    1.18e-02      2.61e-03    1.96e-03    3.7e-03
  64900      8.23e-02    9.13e-02      1.13e-03    9.79e-04      3.03e-03    3.36e-03    3.7e-03
  65000      5.66e-02    6.76e-02      1.00e-02    9.93e-03      1.77e-03    2.24e-03    3.7e-03
  65100      6.60e-02    5.70e-02      6.09e-03    3.80e-03      2.34e-03    2.06e-03    3.7e-03
  65200      5.46e-02    6.89e-02      2.94e-03    3.12e-03      1.99e-03    2.52e-03    3.7e-03
  65300      5.60e-02    5.63e-02      7.96e-03    9.60e-03      1.87e-03    1.78e-03    3.7e-03
  65400      7.14e-02    6.20e-02      7.88e-03    5.52e-03      2.48e-03    2.20e-03    3.7e-03
  65500      6.91e-02    4.88e-02      1.01e-03    3.24e-04      2.54e-03    1.80e-03    3.7e-03
  65600      5.15e-02    4.45e-02      3.89e-03    2.05e-03      1.85e-03    1.62e-03    3.7e-03
  65700      9.91e-02    9.27e-02      1.07e-02    1.09e-02      3.46e-03    3.20e-03    3.7e-03
  65800      8.12e-02    8.31e-02      1.58e-02    1.57e-02      2.43e-03    2.53e-03    3.7e-03
  65900      4.66e-02    6.05e-02      7.45e-03    7.52e-03      1.51e-03    2.07e-03    3.7e-03
  66000      5.46e-02    7.14e-02      9.06e-03    1.10e-02      1.75e-03    2.34e-03    3.7e-03
  66100      6.68e-02    6.36e-02      5.37e-03    4.97e-03      2.39e-03    2.28e-03    3.7e-03
  66200      9.93e-02    8.45e-02      1.12e-02    1.11e-02      3.45e-03    2.86e-03    3.7e-03
  66300      9.57e-02    1.10e-01      9.79e-03    9.87e-03      3.36e-03    3.91e-03    3.7e-03
  66400      5.75e-02    7.14e-02      4.90e-03    4.99e-03      2.05e-03    2.57e-03    3.7e-03
  66500      6.23e-02    7.15e-02      8.35e-03    8.49e-03      2.10e-03    2.46e-03    3.7e-03
  66600      5.28e-02    8.20e-02      3.66e-03    4.03e-03      1.91e-03    2.99e-03    3.7e-03
  66700      5.71e-02    6.79e-02      8.17e-03    7.91e-03      1.90e-03    2.35e-03    3.7e-03
  66800      7.58e-02    8.27e-02      2.04e-02    1.72e-02      1.65e-03    2.39e-03    3.7e-03
  66900      1.45e-01    9.57e-02      1.68e-02    1.61e-02      5.02e-03    3.05e-03    3.7e-03
  67000      7.56e-02    6.69e-02      1.36e-02    1.51e-02      2.35e-03    1.82e-03    3.7e-03
  67100      1.04e-01    7.71e-02      1.83e-02    1.83e-02      3.27e-03    2.00e-03    3.7e-03
  67200      6.95e-02    4.46e-02      1.44e-03    3.68e-06      2.56e-03    1.64e-03    3.7e-03
  67300      7.33e-02    4.92e-02      8.42e-03    5.05e-03      2.54e-03    1.73e-03    3.7e-03
  67400      5.52e-02    6.69e-02      7.33e-03    7.43e-03      1.87e-03    2.33e-03    3.7e-03
  67500      6.71e-02    7.55e-02      1.30e-02    1.33e-02      2.02e-03    2.37e-03    3.7e-03
  67600      1.12e-01    9.60e-02      1.88e-03    1.49e-03      4.11e-03    3.54e-03    3.7e-03
  67700      8.98e-02    6.25e-02      9.77e-04    1.66e-03      3.31e-03    2.30e-03    3.7e-03
  67800      6.23e-02    6.66e-02      5.93e-03    7.05e-03      2.20e-03    2.33e-03    3.7e-03
  67900      1.01e-01    7.87e-02      1.01e-02    1.12e-02      3.54e-03    2.63e-03    3.7e-03
  68000      1.11e-01    1.01e-01      1.74e-02    2.13e-02      3.60e-03    2.89e-03    3.7e-03
  68100      7.50e-02    8.15e-02      1.85e-02    1.80e-02      1.87e-03    2.25e-03    3.7e-03
  68200      4.98e-02    6.88e-02      1.69e-03    6.31e-04      1.83e-03    2.54e-03    3.7e-03
  68300      6.60e-02    5.09e-02      1.16e-02    9.00e-03      2.07e-03    1.59e-03    3.7e-03
  68400      9.09e-02    1.30e-01      1.15e-02    8.54e-03      3.10e-03    4.71e-03    3.7e-03
  68500      4.57e-02    9.10e-02      1.68e-03    1.67e-03      1.67e-03    3.35e-03    3.7e-03
  68600      9.77e-02    8.67e-02      1.91e-02    1.91e-02      2.92e-03    2.40e-03    3.7e-03
  68700      1.06e-01    8.54e-02      1.58e-02    1.53e-02      3.51e-03    2.66e-03    3.7e-03
  68800      6.02e-02    5.14e-02      5.66e-04    1.30e-03      2.22e-03    1.89e-03    3.7e-03
  68900      6.49e-02    9.02e-02      1.01e-02    1.01e-02      2.12e-03    3.13e-03    3.7e-03
  69000      9.69e-02    8.32e-02      1.82e-02    1.69e-02      2.96e-03    2.43e-03    3.7e-03
  69100      9.24e-02    9.37e-02      2.19e-02    2.28e-02      2.40e-03    2.37e-03    3.7e-03
  69200      7.56e-02    1.03e-01      2.57e-04    9.84e-05      2.79e-03    3.80e-03    3.7e-03
  69300      6.27e-02    6.06e-02      1.25e-02    1.26e-02      1.85e-03    1.75e-03    3.7e-03
  69400      9.06e-02    7.85e-02      1.80e-02    1.80e-02      2.68e-03    2.11e-03    3.7e-03
  69500      9.26e-02    5.42e-02      1.42e-02    1.24e-02      3.04e-03    1.46e-03    3.7e-03
  69600      9.76e-02    8.34e-02      4.69e-03    4.18e-03      3.56e-03    3.04e-03    3.7e-03
  69700      8.33e-02    8.58e-02      1.01e-02    9.37e-03      2.86e-03    2.99e-03    3.7e-03
  69800      1.06e-01    1.15e-01      3.05e-02    3.01e-02      1.96e-03    2.64e-03    3.7e-03
  69900      7.27e-02    4.62e-02      7.30e-03    6.13e-03      2.56e-03    1.56e-03    3.7e-03
  70000      5.35e-02    6.79e-02      9.23e-03    8.76e-03      1.69e-03    2.35e-03    3.5e-03
  70100      1.56e-01    1.33e-01      1.43e-02    1.65e-02      5.63e-03    4.63e-03    3.5e-03
  70200      4.46e-02    4.15e-02      2.18e-03    2.62e-03      1.67e-03    1.54e-03    3.5e-03
  70300      1.19e-01    1.21e-01      2.00e-02    2.07e-02      3.81e-03    3.82e-03    3.5e-03
  70400      7.49e-02    1.04e-01      1.72e-02    1.73e-02      1.94e-03    3.34e-03    3.5e-03
  70500      1.08e-01    7.42e-02      1.44e-02    1.48e-02      3.71e-03    2.17e-03    3.5e-03
  70600      7.22e-02    5.95e-02      7.34e-03    7.87e-03      2.59e-03    2.04e-03    3.5e-03
  70700      5.45e-02    4.75e-02      1.67e-03    2.10e-03      2.05e-03    1.78e-03    3.5e-03
  70800      6.95e-02    5.00e-02      2.37e-03    2.19e-03      2.61e-03    1.87e-03    3.5e-03
  70900      9.12e-02    8.83e-02      1.93e-02    1.93e-02      2.55e-03    2.40e-03    3.5e-03
  71000      5.65e-02    5.35e-02      1.11e-02    1.13e-02      1.67e-03    1.50e-03    3.5e-03
  71100      9.77e-02    7.83e-02      2.23e-02    1.90e-02      2.55e-03    1.88e-03    3.5e-03
  71200      5.07e-02    6.21e-02      7.33e-03    8.56e-03      1.70e-03    2.11e-03    3.5e-03
  71300      1.08e-01    7.71e-02      1.87e-02    1.84e-02      3.43e-03    1.90e-03    3.5e-03
  71400      9.76e-02    7.46e-02      8.62e-03    9.03e-03      3.54e-03    2.60e-03    3.5e-03
  71500      5.38e-02    5.25e-02      3.46e-03    3.47e-03      1.99e-03    1.94e-03    3.5e-03
  71600      7.97e-02    7.80e-02      6.04e-03    7.36e-03      2.93e-03    2.81e-03    3.5e-03
  71700      8.89e-02    1.16e-01      1.82e-02    1.80e-02      2.55e-03    3.83e-03    3.5e-03
  71800      5.31e-02    6.41e-02      1.72e-03    4.84e-04      2.00e-03    2.42e-03    3.5e-03
  71900      7.25e-02    6.19e-02      4.16e-03    4.40e-03      2.70e-03    2.28e-03    3.5e-03
  72000      8.09e-02    7.79e-02      1.09e-02    1.00e-02      2.77e-03    2.69e-03    3.5e-03
  72100      1.03e-01    8.78e-02      2.21e-02    2.35e-02      2.87e-03    1.76e-03    3.5e-03
  72200      5.79e-02    8.52e-02      3.97e-03    4.88e-03      2.14e-03    3.17e-03    3.5e-03
  72300      1.03e-01    8.82e-02      1.43e-02    1.59e-02      3.51e-03    2.74e-03    3.5e-03
  72400      5.05e-02    6.18e-02      9.11e-03    9.59e-03      1.57e-03    2.03e-03    3.5e-03
  72500      9.58e-02    9.82e-02      1.88e-02    1.86e-02      2.83e-03    2.97e-03    3.5e-03
  72600      8.16e-02    6.38e-02      1.00e-02    9.55e-03      2.84e-03    2.12e-03    3.5e-03
  72700      6.83e-02    7.00e-02      5.96e-03    6.16e-03      2.48e-03    2.54e-03    3.5e-03
  72800      4.44e-02    4.44e-02      1.60e-03    1.60e-03      1.67e-03    1.67e-03    3.5e-03
  72900      9.12e-02    7.69e-02      4.88e-03    6.25e-04      3.40e-03    2.91e-03    3.5e-03
  73000      1.13e-01    8.25e-02      2.04e-02    2.03e-02      3.48e-03    1.94e-03    3.5e-03
  73100      7.72e-02    4.62e-02      6.31e-03    6.25e-03      2.82e-03    1.58e-03    3.5e-03
  73200      6.68e-02    8.06e-02      7.47e-03    6.04e-03      2.36e-03    2.96e-03    3.5e-03
  73300      7.92e-02    5.91e-02      8.29e-03    7.91e-03      2.83e-03    2.03e-03    3.5e-03
  73400      7.78e-02    6.76e-02      2.20e-03    1.34e-03      2.93e-03    2.55e-03    3.5e-03
  73500      6.30e-02    4.49e-02      6.22e-03    5.76e-03      2.26e-03    1.55e-03    3.5e-03
  73600      4.04e-02    1.06e-01      1.78e-03    2.79e-03      1.51e-03    4.01e-03    3.5e-03
  73700      6.61e-02    3.97e-02      2.09e-03    2.52e-03      2.49e-03    1.47e-03    3.5e-03
  73800      7.33e-02    7.53e-02      1.89e-02    1.79e-02      1.60e-03    1.87e-03    3.5e-03
  73900      6.92e-02    5.83e-02      8.40e-05    3.54e-03      2.62e-03    2.17e-03    3.5e-03
  74000      6.31e-02    5.53e-02      2.71e-03    2.11e-03      2.36e-03    2.08e-03    3.5e-03
  74100      8.08e-02    1.10e-01      3.31e-03    3.08e-03      3.03e-03    4.15e-03    3.5e-03
  74200      4.64e-02    5.53e-02      3.92e-03    3.39e-03      1.69e-03    2.05e-03    3.5e-03
  74300      7.71e-02    5.20e-02      1.90e-03    1.56e-03      2.91e-03    1.96e-03    3.5e-03
  74400      9.63e-02    5.40e-02      3.38e-03    4.07e-03      3.62e-03    1.98e-03    3.5e-03
  74500      1.21e-01    8.32e-02      1.11e-02    1.29e-02      4.37e-03    2.74e-03    3.5e-03
  74600      6.80e-02    4.57e-02      1.22e-03    1.89e-03      2.57e-03    1.71e-03    3.5e-03
  74700      1.11e-01    1.11e-01      2.77e-02    2.89e-02      2.57e-03    2.36e-03    3.5e-03
  74800      9.69e-02    1.12e-01      1.83e-02    2.01e-02      2.94e-03    3.51e-03    3.5e-03
  74900      7.90e-02    1.26e-01      1.20e-02    1.17e-02      2.62e-03    4.57e-03    3.5e-03
  75000      1.04e-01    1.14e-01      2.85e-02    2.86e-02      1.90e-03    2.61e-03    3.5e-03
  75100      1.03e-01    8.52e-02      1.09e-02    1.10e-02      3.67e-03    2.94e-03    3.5e-03
  75200      6.38e-02    8.17e-02      6.24e-03    2.91e-03      2.29e-03    3.07e-03    3.5e-03
  75300      4.91e-02    6.26e-02      3.93e-03    3.53e-03      1.80e-03    2.33e-03    3.5e-03
  75400      7.13e-02    7.14e-02      1.72e-02    1.66e-02      1.73e-03    1.82e-03    3.5e-03
  75500      1.21e-01    1.26e-01      2.70e-02    2.69e-02      3.22e-03    3.48e-03    3.5e-03
  75600      5.69e-02    5.22e-02      1.04e-04    2.90e-04      2.15e-03    1.97e-03    3.5e-03
  75700      1.22e-01    8.40e-02      8.19e-03    3.90e-03      4.49e-03    3.14e-03    3.5e-03
  75800      5.84e-02    1.14e-01      1.66e-04    3.05e-03      2.21e-03    4.31e-03    3.5e-03
  75900      1.09e-01    8.89e-02      4.84e-03    1.19e-02      4.08e-03    3.04e-03    3.5e-03
  76000      5.00e-02    5.59e-02      2.11e-03    1.78e-03      1.87e-03    2.10e-03    3.5e-03
  76100      1.11e-01    6.79e-02      7.38e-03    7.35e-03      4.10e-03    2.41e-03    3.5e-03
  76200      7.46e-02    6.91e-02      5.08e-03    5.05e-03      2.76e-03    2.54e-03    3.5e-03
  76300      1.01e-01    1.10e-01      1.46e-02    1.55e-02      3.41e-03    3.73e-03    3.5e-03
  76400      4.51e-02    6.45e-02      9.27e-04    1.76e-03      1.70e-03    2.43e-03    3.5e-03
  76500      4.76e-02    6.39e-02      2.82e-03    2.73e-03      1.77e-03    2.40e-03    3.5e-03
  76600      7.16e-02    5.44e-02      1.55e-02    1.14e-02      1.97e-03    1.54e-03    3.5e-03
  76700      4.53e-02    4.06e-02      2.69e-03    2.49e-03      1.68e-03    1.51e-03    3.5e-03
  76800      6.00e-02    5.69e-02      3.05e-03    9.72e-04      2.24e-03    2.15e-03    3.5e-03
  76900      8.11e-02    5.39e-02      1.57e-03    3.18e-03      3.06e-03    2.00e-03    3.5e-03
  77000      6.48e-02    6.38e-02      2.24e-03    1.12e-03      2.44e-03    2.41e-03    3.5e-03
  77100      6.50e-02    7.33e-02      6.08e-03    6.72e-03      2.35e-03    2.65e-03    3.5e-03
  77200      9.21e-02    6.00e-02      8.00e-03    8.53e-03      3.35e-03    2.02e-03    3.5e-03
  77300      4.30e-02    4.11e-02      1.80e-03    3.14e-03      1.61e-03    1.51e-03    3.5e-03
  77400      7.53e-02    8.88e-02      3.76e-03    3.95e-03      2.81e-03    3.33e-03    3.5e-03
  77500      4.36e-02    5.54e-02      3.23e-03    6.22e-03      1.60e-03    1.96e-03    3.5e-03
  77600      9.60e-02    7.98e-02      4.95e-04    2.46e-04      3.63e-03    3.02e-03    3.5e-03
  77700      4.17e-02    6.18e-02      8.68e-04    2.71e-04      1.58e-03    2.34e-03    3.5e-03
  77800      1.09e-01    7.72e-02      3.77e-03    5.71e-03      4.08e-03    2.84e-03    3.5e-03
  77900      6.21e-02    4.99e-02      7.29e-04    1.49e-03      2.35e-03    1.88e-03    3.5e-03
  78000      6.49e-02    8.38e-02      1.19e-02    1.20e-02      2.00e-03    2.82e-03    3.5e-03
  78100      5.93e-02    7.04e-02      1.28e-02    1.23e-02      1.63e-03    2.21e-03    3.5e-03
  78200      9.60e-02    9.21e-02      2.35e-02    2.36e-02      2.28e-03    2.02e-03    3.5e-03
  78300      7.82e-02    4.46e-02      2.14e-03    3.66e-03      2.95e-03    1.63e-03    3.5e-03
  78400      1.16e-01    1.32e-01      1.05e-02    1.02e-02      4.21e-03    4.86e-03    3.5e-03
  78500      8.81e-02    8.18e-02      1.01e-02    9.86e-03      3.10e-03    2.86e-03    3.5e-03
  78600      5.97e-02    6.06e-02      1.78e-04    3.30e-04      2.26e-03    2.29e-03    3.5e-03
  78700      5.93e-02    4.70e-02      2.25e-03    1.65e-03      2.23e-03    1.77e-03    3.5e-03
  78800      7.92e-02    5.80e-02      9.62e-03    7.52e-03      2.76e-03    2.00e-03    3.5e-03
  78900      4.43e-02    5.99e-02      5.44e-03    4.94e-03      1.54e-03    2.19e-03    3.5e-03
  79000      5.95e-02    6.42e-02      8.76e-03    8.04e-03      1.99e-03    2.23e-03    3.5e-03
  79100      8.50e-02    7.96e-02      1.73e-02    1.75e-02      2.45e-03    2.16e-03    3.5e-03
  79200      6.92e-02    5.40e-02      1.32e-03    8.55e-04      2.61e-03    2.04e-03    3.5e-03
  79300      6.14e-02    5.02e-02      3.90e-03    4.94e-03      2.28e-03    1.80e-03    3.5e-03
  79400      5.17e-02    5.76e-02      3.16e-03    6.25e-04      1.92e-03    2.18e-03    3.5e-03
  79500      7.44e-02    6.47e-02      1.88e-02    1.57e-02      1.67e-03    1.56e-03    3.5e-03
  79600      1.21e-01    9.69e-02      2.51e-02    2.08e-02      3.44e-03    2.68e-03    3.5e-03
  79700      7.39e-02    6.60e-02      1.08e-02    9.06e-03      2.47e-03    2.25e-03    3.5e-03
  79800      9.26e-02    7.73e-02      1.39e-02    1.44e-02      3.08e-03    2.36e-03    3.5e-03
  79900      9.29e-02    6.31e-02      9.59e-04    3.36e-03      3.51e-03    2.35e-03    3.5e-03
  80000      1.02e-01    1.12e-01      8.82e-03    1.13e-02      3.81e-03    4.11e-03    3.3e-03
  80100      7.42e-02    6.92e-02      1.80e-02    1.70e-02      1.67e-03    1.53e-03    3.3e-03
  80200      6.89e-02    5.30e-02      9.94e-03    9.70e-03      2.34e-03    1.63e-03    3.3e-03
  80300      5.49e-02    8.02e-02      2.56e-03    2.38e-03      2.10e-03    3.10e-03    3.3e-03
  80400      1.09e-01    6.26e-02      7.66e-03    7.95e-03      4.11e-03    2.20e-03    3.3e-03
  80500      4.94e-02    5.10e-02      7.24e-04    6.19e-04      1.91e-03    1.98e-03    3.3e-03
  80600      1.32e-01    6.69e-02      7.69e-03    8.18e-03      5.01e-03    2.37e-03    3.3e-03
  80700      6.81e-02    4.90e-02      2.13e-03    1.08e-03      2.63e-03    1.90e-03    3.3e-03
  80800      5.30e-02    7.37e-02      1.53e-03    1.06e-03      2.05e-03    2.86e-03    3.3e-03
  80900      1.09e-01    9.92e-02      1.08e-04    3.87e-05      4.22e-03    3.85e-03    3.3e-03
  81000      1.02e-01    7.28e-02      1.71e-03    1.02e-03      3.93e-03    2.82e-03    3.3e-03
  81100      5.39e-02    5.26e-02      1.52e-03    1.52e-03      2.08e-03    2.03e-03    3.3e-03
  81200      5.77e-02    6.51e-02      8.28e-04    5.70e-04      2.24e-03    2.53e-03    3.3e-03
  81300      5.85e-02    6.71e-02      1.37e-02    1.37e-02      1.40e-03    1.91e-03    3.3e-03
  81400      9.23e-02    1.02e-01      1.85e-02    1.98e-02      2.66e-03    3.04e-03    3.3e-03
  81500      8.45e-02    6.50e-02      9.47e-03    8.53e-03      3.04e-03    2.27e-03    3.3e-03
  81600      6.13e-02    4.76e-02      1.01e-02    9.69e-03      1.98e-03    1.35e-03    3.3e-03
  81700      4.86e-02    7.87e-02      4.04e-03    4.68e-03      1.81e-03    2.99e-03    3.3e-03
  81800      3.97e-02    6.09e-02      3.17e-03    2.64e-03      1.49e-03    2.34e-03    3.3e-03
  81900      1.13e-01    8.09e-02      1.53e-02    1.53e-02      3.92e-03    2.43e-03    3.3e-03
  82000      1.08e-01    9.59e-02      8.86e-03    8.62e-03      4.02e-03    3.55e-03    3.3e-03
  82100      6.85e-02    6.35e-02      5.99e-03    7.50e-03      2.54e-03    2.26e-03    3.3e-03
  82200      6.22e-02    6.15e-02      7.83e-03    7.41e-03      2.19e-03    2.19e-03    3.3e-03
  82300      5.84e-02    6.66e-02      1.17e-02    1.43e-02      1.68e-03    1.80e-03    3.3e-03
  82400      7.03e-02    1.03e-01      1.11e-02    6.70e-03      2.32e-03    3.89e-03    3.3e-03
  82500      5.05e-02    5.73e-02      4.03e-03    3.30e-03      1.89e-03    2.18e-03    3.3e-03
  82600      7.53e-02    5.75e-02      1.03e-02    1.04e-02      2.59e-03    1.77e-03    3.3e-03
  82700      7.99e-02    5.72e-02      1.17e-02    1.18e-02      2.71e-03    1.61e-03    3.3e-03
  82800      6.95e-02    6.04e-02      9.74e-03    9.78e-03      2.38e-03    1.97e-03    3.3e-03
  82900      5.98e-02    6.88e-02      5.55e-03    5.82e-03      2.21e-03    2.56e-03    3.3e-03
  83000      4.14e-01    2.35e-01      1.65e-02    2.78e-02      1.59e-02    8.35e-03    3.3e-03
  83100      7.65e-02    6.11e-02      1.52e-03    1.61e-03      2.96e-03    2.36e-03    3.3e-03
  83200      1.19e-01    1.17e-01      3.22e-02    3.20e-02      1.90e-03    1.84e-03    3.3e-03
  83300      4.32e-02    6.87e-02      2.94e-03    3.34e-03      1.63e-03    2.63e-03    3.3e-03
  83400      7.16e-02    9.26e-02      2.07e-03    1.31e-03      2.76e-03    3.59e-03    3.3e-03
  83500      1.23e-01    5.73e-02      1.59e-03    2.44e-03      4.77e-03    2.20e-03    3.3e-03
  83600      5.70e-02    5.39e-02      4.63e-03    3.45e-03      2.13e-03    2.04e-03    3.3e-03
  83700      4.28e-02    5.36e-02      1.07e-03    3.88e-04      1.65e-03    2.08e-03    3.3e-03
