#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 539800      8.85e-03    1.24e-02      2.46e-04    3.79e-04      1.07e-03    1.49e-03    3.3e-04
 539900      1.68e-02    1.33e-02      8.53e-06    1.44e-04      2.05e-03    1.62e-03    3.3e-04
 540000      1.88e-02    1.25e-02      1.78e-03    1.75e-03      2.01e-03    1.00e-03    3.1e-04
 540100      1.38e-02    1.37e-02      8.72e-04    9.67e-04      1.63e-03    1.58e-03    3.1e-04
 540200      1.23e-02    1.59e-02      6.63e-04    8.24e-04      1.48e-03    1.91e-03    3.1e-04
 540300      1.16e-02    1.39e-02      1.62e-03    1.56e-03      9.28e-04    1.38e-03    3.1e-04
 540400      1.38e-02    7.17e-03      6.52e-04    6.41e-04      1.67e-03    7.84e-04    3.1e-04
 540500      1.40e-02    1.06e-02      1.06e-03    1.01e-03      1.59e-03    1.14e-03    3.1e-04
 540600      1.65e-02    1.14e-02      1.37e-03    1.31e-03      1.84e-03    1.12e-03    3.1e-04
 540700      2.12e-02    1.70e-02      1.20e-03    1.17e-03      2.52e-03    1.98e-03    3.1e-04
 540800      9.05e-03    9.27e-03      3.14e-04    1.57e-04      1.11e-03    1.16e-03    3.1e-04
 540900      1.30e-02    1.47e-02      1.68e-03    1.56e-03      1.14e-03    1.50e-03    3.1e-04
 541000      1.19e-02    1.51e-02      1.09e-03    6.55e-04      1.29e-03    1.84e-03    3.1e-04
 541100      9.05e-03    1.65e-02      5.44e-04    8.25e-05      1.07e-03    2.07e-03    3.1e-04
 541200      8.02e-03    1.56e-02      7.80e-05    1.54e-04      1.00e-03    1.96e-03    3.1e-04
 541300      1.47e-02    1.46e-02      1.36e-03    1.02e-03      1.58e-03    1.69e-03    3.1e-04
 541400      1.62e-02    2.22e-02      1.56e-03    2.10e-03      1.72e-03    2.38e-03    3.1e-04
 541500      1.18e-02    9.98e-03      8.84e-05    3.46e-04      1.48e-03    1.23e-03    3.1e-04
 541600      1.10e-02    1.31e-02      6.03e-04    5.60e-04      1.32e-03    1.59e-03    3.1e-04
 541700      7.94e-03    1.08e-02      1.40e-04    1.23e-04      9.91e-04    1.35e-03    3.1e-04
 541800      1.82e-02    9.33e-03      3.03e-04    4.43e-04      2.27e-03    1.13e-03    3.1e-04
 541900      1.45e-02    1.22e-02      7.71e-06    2.78e-06      1.82e-03    1.53e-03    3.1e-04
 542000      1.55e-02    1.35e-02      3.89e-04    4.74e-05      1.92e-03    1.69e-03    3.1e-04
 542100      1.02e-02    1.44e-02      9.27e-04    8.57e-04      1.11e-03    1.70e-03    3.1e-04
 542200      1.21e-02    1.49e-02      1.12e-03    1.34e-03      1.31e-03    1.63e-03    3.1e-04
 542300      1.28e-02    1.36e-02      4.55e-04    1.23e-04      1.58e-03    1.70e-03    3.1e-04
 542400      1.13e-02    1.43e-02      2.80e-04    1.10e-04      1.40e-03    1.79e-03    3.1e-04
 542500      1.25e-02    1.40e-02      1.38e-03    1.18e-03      1.24e-03    1.56e-03    3.1e-04
 542600      9.06e-03    1.25e-02      5.10e-04    6.49e-04      1.08e-03    1.50e-03    3.1e-04
 542700      1.80e-02    2.06e-02      7.76e-04    5.12e-04      2.19e-03    2.56e-03    3.1e-04
 542800      9.13e-03    1.38e-02      6.20e-04    4.58e-04      1.06e-03    1.70e-03    3.1e-04
 542900      1.19e-02    8.77e-03      7.15e-04    5.82e-04      1.41e-03    1.02e-03    3.1e-04
 543000      1.04e-02    2.09e-02      1.29e-03    2.80e-03      9.61e-04    1.78e-03    3.1e-04
 543100      1.16e-02    1.97e-02      1.58e-03    1.77e-03      9.69e-04    2.15e-03    3.1e-04
 543200      1.08e-02    9.66e-03      5.98e-04    6.40e-04      1.29e-03    1.13e-03    3.1e-04
 543300      8.05e-03    1.06e-02      3.92e-04    6.25e-04      9.73e-04    1.25e-03    3.1e-04
 543400      1.31e-02    9.16e-03      1.76e-05    3.83e-04      1.64e-03    1.12e-03    3.1e-04
 543500      1.30e-02    1.12e-02      7.24e-05    1.73e-04      1.63e-03    1.39e-03    3.1e-04
 543600      1.01e-02    9.06e-03      3.57e-04    5.90e-05      1.24e-03    1.14e-03    3.1e-04
 543700      8.19e-03    1.30e-02      6.04e-05    3.35e-04      1.03e-03    1.61e-03    3.1e-04
 543800      8.09e-03    1.40e-02      6.12e-04    4.87e-04      9.23e-04    1.72e-03    3.1e-04
 543900      9.39e-03    8.59e-03      7.24e-04    6.80e-04      1.07e-03    9.71e-04    3.1e-04
 544000      1.87e-02    1.12e-02      3.85e-04    4.43e-04      2.33e-03    1.37e-03    3.1e-04
 544100      1.43e-02    1.18e-02      3.48e-04    5.18e-04      1.78e-03    1.43e-03    3.1e-04
 544200      8.22e-03    1.13e-02      6.74e-05    4.74e-04      1.03e-03    1.38e-03    3.1e-04
 544300      1.43e-02    9.16e-03      5.01e-04    2.27e-04      1.76e-03    1.14e-03    3.1e-04
 544400      1.21e-02    8.56e-03      1.39e-04    1.50e-04      1.51e-03    1.07e-03    3.1e-04
 544500      8.09e-03    1.21e-02      5.63e-04    5.52e-04      9.37e-04    1.46e-03    3.1e-04
 544600      1.23e-02    1.63e-02      5.55e-04    6.24e-04      1.50e-03    2.00e-03    3.1e-04
 544700      1.46e-02    1.16e-02      1.15e-03    1.13e-03      1.65e-03    1.23e-03    3.1e-04
 544800      1.06e-02    1.09e-02      8.82e-05    7.62e-05      1.33e-03    1.36e-03    3.1e-04
 544900      1.18e-02    9.46e-03      1.32e-03    1.08e-03      1.16e-03    9.28e-04    3.1e-04
 545000      1.07e-02    1.03e-02      2.71e-04    9.62e-05      1.32e-03    1.29e-03    3.1e-04
 545100      1.13e-02    1.05e-02      4.40e-04    2.86e-04      1.38e-03    1.30e-03    3.1e-04
 545200      1.21e-02    9.01e-03      1.71e-04    1.48e-04      1.51e-03    1.13e-03    3.1e-04
 545300      1.11e-02    1.95e-02      6.03e-06    8.49e-05      1.40e-03    2.45e-03    3.1e-04
 545400      1.67e-02    2.04e-02      2.59e-04    2.72e-05      2.09e-03    2.55e-03    3.1e-04
 545500      1.43e-02    9.67e-03      5.08e-04    8.48e-04      1.76e-03    1.06e-03    3.1e-04
 545600      7.21e-03    9.44e-03      2.05e-04    5.19e-04      8.93e-04    1.13e-03    3.1e-04
 545700      1.22e-02    1.27e-02      9.16e-04    1.38e-03      1.40e-03    1.28e-03    3.1e-04
 545800      1.24e-02    1.81e-02      1.61e-03    1.04e-03      1.10e-03    2.15e-03    3.1e-04
 545900      8.30e-03    1.39e-02      3.19e-04    4.60e-04      1.02e-03    1.71e-03    3.1e-04
 546000      1.57e-02    1.25e-02      3.41e-04    5.46e-04      1.96e-03    1.52e-03    3.1e-04
 546100      1.29e-02    9.06e-03      6.46e-04    4.06e-04      1.56e-03    1.10e-03    3.1e-04
 546200      7.51e-03    1.16e-02      3.53e-04    3.51e-05      9.10e-04    1.46e-03    3.1e-04
 546300      9.12e-03    1.44e-02      1.81e-04    7.61e-05      1.14e-03    1.81e-03    3.1e-04
 546400      1.55e-02    1.13e-02      7.07e-05    3.94e-04      1.94e-03    1.39e-03    3.1e-04
 546500      1.57e-02    1.04e-02      1.37e-04    6.01e-04      1.97e-03    1.24e-03    3.1e-04
 546600      1.18e-02    1.63e-02      5.88e-04    4.50e-04      1.42e-03    2.02e-03    3.1e-04
 546700      1.59e-02    1.70e-02      1.46e-03    1.16e-03      1.73e-03    1.97e-03    3.1e-04
 546800      9.72e-03    8.98e-03      5.93e-04    8.18e-04      1.15e-03    9.75e-04    3.1e-04
 546900      1.09e-02    1.33e-02      2.09e-04    2.10e-04      1.36e-03    1.67e-03    3.1e-04
 547000      1.14e-02    1.14e-02      4.02e-04    5.05e-04      1.40e-03    1.38e-03    3.1e-04
 547100      1.59e-02    1.38e-02      5.35e-04    4.59e-04      1.96e-03    1.70e-03    3.1e-04
 547200      1.16e-02    1.78e-02      7.03e-04    4.98e-04      1.37e-03    2.21e-03    3.1e-04
 547300      9.18e-03    1.15e-02      1.27e-04    6.31e-05      1.15e-03    1.44e-03    3.1e-04
 547400      8.83e-03    8.35e-03      2.86e-05    3.88e-04      1.11e-03    1.01e-03    3.1e-04
 547500      1.49e-02    1.19e-02      2.66e-04    2.71e-04      1.86e-03    1.48e-03    3.1e-04
 547600      1.41e-02    1.18e-02      6.32e-04    2.26e-04      1.71e-03    1.48e-03    3.1e-04
 547700      1.45e-02    1.08e-02      6.99e-04    5.46e-04      1.76e-03    1.29e-03    3.1e-04
 547800      7.66e-03    9.48e-03      4.01e-05    4.38e-04      9.61e-04    1.15e-03    3.1e-04
 547900      8.19e-03    9.70e-03      6.05e-04    7.63e-04      9.40e-04    1.10e-03    3.1e-04
 548000      9.69e-03    9.68e-03      2.93e-05    3.64e-04      1.21e-03    1.19e-03    3.1e-04
 548100      7.80e-03    1.36e-02      2.49e-04    5.32e-04      9.63e-04    1.67e-03    3.1e-04
 548200      7.84e-03    1.16e-02      1.84e-04    6.17e-04      9.75e-04    1.39e-03    3.1e-04
 548300      1.55e-02    1.79e-02      1.16e-03    9.13e-04      1.77e-03    2.16e-03    3.1e-04
 548400      1.20e-02    1.43e-02      4.79e-04    4.14e-04      1.46e-03    1.77e-03    3.1e-04
 548500      8.63e-03    1.63e-02      5.77e-04    5.02e-04      1.01e-03    2.02e-03    3.1e-04
 548600      1.48e-02    1.17e-02      7.09e-04    2.39e-04      1.79e-03    1.46e-03    3.1e-04
 548700      1.04e-02    8.64e-03      9.27e-05    4.78e-04      1.30e-03    1.03e-03    3.1e-04
 548800      1.17e-02    1.10e-02      1.10e-03    7.79e-04      1.26e-03    1.27e-03    3.1e-04
 548900      9.27e-03    1.82e-02      5.95e-04    2.49e-04      1.09e-03    2.28e-03    3.1e-04
 549000      9.32e-03    9.63e-03      3.87e-04    5.34e-04      1.14e-03    1.15e-03    3.1e-04
 549100      1.18e-02    1.06e-02      6.29e-04    6.45e-04      1.42e-03    1.25e-03    3.1e-04
 549200      1.18e-02    1.11e-02      3.91e-04    5.53e-04      1.45e-03    1.34e-03    3.1e-04
 549300      1.76e-02    6.86e-03      2.34e-05    3.39e-04      2.21e-03    8.28e-04    3.1e-04
 549400      1.31e-02    7.36e-03      2.31e-04    4.84e-05      1.64e-03    9.22e-04    3.1e-04
 549500      9.01e-03    8.93e-03      4.21e-04    2.95e-04      1.09e-03    1.10e-03    3.1e-04
 549600      1.60e-02    1.05e-02      8.87e-04    9.42e-04      1.91e-03    1.15e-03    3.1e-04
 549700      1.16e-02    1.55e-02      6.31e-04    1.21e-04      1.39e-03    1.94e-03    3.1e-04
 549800      1.91e-02    1.51e-02      1.54e-03    1.51e-03      2.14e-03    1.58e-03    3.1e-04
 549900      1.17e-02    9.50e-03      5.86e-04    6.35e-04      1.42e-03    1.11e-03    3.1e-04
 550000      1.37e-02    7.94e-03      6.23e-05    7.36e-05      1.76e-03    1.02e-03    3.0e-04
 550100      1.09e-02    1.40e-02      9.94e-05    2.46e-04      1.40e-03    1.80e-03    3.0e-04
 550200      1.59e-02    1.16e-02      1.15e-03    7.96e-04      1.87e-03    1.38e-03    3.0e-04
 550300      9.15e-03    1.19e-02      2.05e-04    4.13e-04      1.17e-03    1.51e-03    3.0e-04
 550400      1.09e-02    1.25e-02      3.64e-04    5.18e-04      1.38e-03    1.57e-03    3.0e-04
 550500      9.41e-03    1.87e-02      3.97e-04    8.03e-04      1.18e-03    2.33e-03    3.0e-04
 550600      9.01e-03    1.12e-02      5.72e-04    1.21e-04      1.09e-03    1.44e-03    3.0e-04
 550700      1.05e-02    9.67e-03      4.35e-04    9.07e-04      1.32e-03    1.07e-03    3.0e-04
 550800      7.71e-03    7.71e-03      3.81e-04    3.81e-04      9.55e-04    9.55e-04    3.0e-04
 550900      1.14e-02    1.04e-02      1.54e-03    9.40e-04      9.76e-04    1.16e-03    3.0e-04
 551000      7.93e-03    9.23e-03      4.11e-04    4.37e-04      9.78e-04    1.15e-03    3.0e-04
 551100      8.71e-03    1.72e-02      9.87e-05    1.46e-04      1.12e-03    2.21e-03    3.0e-04
 551200      9.82e-03    5.46e-03      1.21e-04    2.23e-04      1.26e-03    6.84e-04    3.0e-04
 551300      1.25e-02    1.15e-02      1.10e-03    9.55e-04      1.41e-03    1.31e-03    3.0e-04
 551400      1.80e-02    7.58e-03      2.21e-04    1.79e-04      2.31e-03    9.67e-04    3.0e-04
 551500      1.41e-02    9.95e-03      1.02e-03    9.45e-04      1.67e-03    1.09e-03    3.0e-04
 551600      1.08e-02    1.84e-02      6.27e-04    7.09e-04      1.32e-03    2.31e-03    3.0e-04
 551700      1.17e-02    9.67e-03      4.42e-04    4.75e-04      1.47e-03    1.20e-03    3.0e-04
 551800      1.12e-02    1.62e-02      5.84e-06    1.92e-04      1.44e-03    2.07e-03    3.0e-04
 551900      1.43e-02    8.95e-03      5.70e-05    3.56e-04      1.83e-03    1.12e-03    3.0e-04
 552000      7.84e-03    8.58e-03      3.80e-04    1.06e-04      9.72e-04    1.10e-03    3.0e-04
 552100      1.32e-02    1.22e-02      1.14e-03    1.34e-03      1.49e-03    1.26e-03    3.0e-04
 552200      9.49e-03    9.18e-03      4.01e-04    6.13e-04      1.19e-03    1.10e-03    3.0e-04
 552300      9.08e-03    1.56e-02      9.48e-04    1.08e-03      9.56e-04    1.86e-03    3.0e-04
 552400      1.03e-02    1.53e-02      8.86e-04    9.83e-04      1.16e-03    1.84e-03    3.0e-04
 552500      1.09e-02    1.31e-02      2.93e-04    3.74e-04      1.39e-03    1.66e-03    3.0e-04
 552600      9.78e-03    1.36e-02      7.48e-04    4.59e-04      1.14e-03    1.71e-03    3.0e-04
 552700      1.46e-02    1.42e-02      2.98e-05    3.14e-04      1.88e-03    1.82e-03    3.0e-04
 552800      1.14e-02    1.02e-02      8.11e-04    4.57e-04      1.36e-03    1.27e-03    3.0e-04
 552900      1.44e-02    9.10e-03      2.94e-04    2.32e-04      1.84e-03    1.16e-03    3.0e-04
 553000      1.35e-02    1.18e-02      1.21e-03    5.46e-04      1.51e-03    1.47e-03    3.0e-04
 553100      1.42e-02    9.35e-03      1.59e-04    7.86e-05      1.82e-03    1.20e-03    3.0e-04
 553200      1.10e-02    1.33e-02      1.05e-03    8.46e-04      1.20e-03    1.60e-03    3.0e-04
 553300      1.14e-02    1.14e-02      1.40e-03    1.35e-03      1.09e-03    1.12e-03    3.0e-04
 553400      1.23e-02    8.48e-03      1.85e-04    1.81e-04      1.58e-03    1.08e-03    3.0e-04
 553500      1.16e-02    1.21e-02      5.63e-04    9.29e-04      1.43e-03    1.41e-03    3.0e-04
 553600      6.67e-03    1.88e-02      1.02e-04    2.46e-04      8.55e-04    2.41e-03    3.0e-04
 553700      1.01e-02    8.23e-03      6.07e-04    5.06e-04      1.22e-03    9.96e-04    3.0e-04
 553800      1.53e-02    9.89e-03      5.57e-04    3.52e-04      1.93e-03    1.25e-03    3.0e-04
 553900      1.52e-02    1.11e-02      7.85e-04    6.36e-04      1.87e-03    1.35e-03    3.0e-04
 554000      7.31e-03    6.84e-03      3.53e-04    4.76e-04      9.06e-04    8.13e-04    3.0e-04
 554100      1.17e-02    1.04e-02      1.13e-03    1.06e-03      1.28e-03    1.11e-03    3.0e-04
 554200      1.32e-02    2.15e-02      4.45e-05    3.24e-04      1.70e-03    2.76e-03    3.0e-04
 554300      1.12e-02    1.10e-02      6.24e-04    5.51e-04      1.37e-03    1.36e-03    3.0e-04
 554400      8.58e-03    9.12e-03      5.72e-04    3.63e-04      1.03e-03    1.14e-03    3.0e-04
 554500      1.65e-02    9.54e-03      1.15e-03    9.91e-04      1.96e-03    1.01e-03    3.0e-04
 554600      1.47e-02    1.25e-02      8.92e-04    2.77e-04      1.78e-03    1.60e-03    3.0e-04
 554700      1.11e-02    8.07e-03      4.69e-04    1.41e-04      1.39e-03    1.03e-03    3.0e-04
 554800      1.25e-02    8.17e-03      3.76e-04    7.59e-04      1.58e-03    9.04e-04    3.0e-04
 554900      1.53e-02    2.10e-02      1.96e-03    2.04e-03      1.41e-03    2.29e-03    3.0e-04
 555000      1.56e-02    7.93e-03      7.31e-04    5.25e-04      1.94e-03    9.50e-04    3.0e-04
 555100      8.73e-03    1.03e-02      3.34e-04    1.86e-04      1.10e-03    1.32e-03    3.0e-04
 555200      8.87e-03    9.66e-03      7.11e-04    5.68e-04      1.02e-03    1.18e-03    3.0e-04
 555300      1.50e-02    1.43e-02      1.14e-03    1.40e-03      1.75e-03    1.56e-03    3.0e-04
 555400      1.11e-02    1.11e-02      1.65e-03    1.17e-03      8.33e-04    1.17e-03    3.0e-04
 555500      1.01e-02    1.16e-02      9.28e-04    5.34e-04      1.12e-03    1.45e-03    3.0e-04
 555600      8.86e-03    1.38e-02      3.44e-04    3.58e-04      1.11e-03    1.76e-03    3.0e-04
 555700      1.23e-02    8.84e-03      8.53e-04    4.85e-04      1.46e-03    1.08e-03    3.0e-04
 555800      1.08e-02    5.39e-03      7.39e-04    2.68e-04      1.29e-03    6.67e-04    3.0e-04
 555900      1.37e-02    1.56e-02      2.17e-04    9.32e-05      1.76e-03    2.01e-03    3.0e-04
 556000      1.83e-02    1.36e-02      1.22e-03    9.06e-04      2.19e-03    1.63e-03    3.0e-04
 556100      8.20e-03    1.55e-02      2.33e-04    2.82e-04      1.04e-03    1.99e-03    3.0e-04
 556200      1.17e-02    1.06e-02      5.12e-04    7.46e-04      1.46e-03    1.26e-03    3.0e-04
 556300      1.02e-02    1.26e-02      1.32e-04    2.03e-05      1.31e-03    1.61e-03    3.0e-04
 556400      9.21e-03    1.17e-02      9.73e-04    8.86e-04      9.65e-04    1.37e-03    3.0e-04
 556500      1.24e-02    1.05e-02      2.72e-05    3.65e-04      1.59e-03    1.33e-03    3.0e-04
 556600      8.57e-03    8.00e-03      1.16e-04    9.48e-05      1.10e-03    1.03e-03    3.0e-04
 556700      1.54e-02    8.73e-03      4.99e-05    3.48e-05      1.98e-03    1.12e-03    3.0e-04
 556800      1.42e-02    7.65e-03      4.56e-04    7.73e-05      1.79e-03    9.82e-04    3.0e-04
 556900      1.27e-02    9.04e-03      7.15e-04    8.56e-04      1.55e-03    9.93e-04    3.0e-04
 557000      7.65e-03    1.09e-02      3.19e-04    2.45e-04      9.57e-04    1.40e-03    3.0e-04
 557100      9.25e-03    1.23e-02      2.87e-04    1.89e-04      1.17e-03    1.57e-03    3.0e-04
 557200      1.00e-02    8.98e-03      4.34e-04    1.04e-04      1.25e-03    1.15e-03    3.0e-04
 557300      9.05e-03    1.04e-02      7.33e-04    4.01e-04      1.04e-03    1.31e-03    3.0e-04
 557400      1.42e-02    1.02e-02      2.62e-04    3.86e-04      1.82e-03    1.29e-03    3.0e-04
 557500      1.06e-02    7.95e-03      8.57e-05    2.28e-04      1.37e-03    1.01e-03    3.0e-04
 557600      1.20e-02    7.19e-03      8.43e-05    1.19e-04      1.54e-03    9.21e-04    3.0e-04
 557700      7.75e-03    8.29e-03      9.44e-05    1.54e-04      9.94e-04    1.06e-03    3.0e-04
 557800      1.04e-02    1.25e-02      4.30e-04    4.22e-04      1.30e-03    1.58e-03    3.0e-04
 557900      8.62e-03    8.30e-03      4.33e-04    3.91e-04      1.07e-03    1.03e-03    3.0e-04
 558000      1.23e-02    1.23e-02      2.35e-05    1.17e-05      1.58e-03    1.58e-03    3.0e-04
 558100      1.08e-02    1.46e-02      3.24e-04    7.43e-04      1.37e-03    1.80e-03    3.0e-04
 558200      1.20e-02    8.57e-03      8.75e-04    6.06e-04      1.42e-03    1.01e-03    3.0e-04
 558300      8.49e-03    1.18e-02      8.69e-04    1.25e-03      9.03e-04    1.23e-03    3.0e-04
 558400      7.39e-03    9.10e-03      8.14e-07    1.27e-04      9.51e-04    1.17e-03    3.0e-04
 558500      1.15e-02    1.01e-02      4.42e-04    2.86e-04      1.44e-03    1.28e-03    3.0e-04
 558600      1.49e-02    2.30e-02      1.40e-03    1.37e-03      1.65e-03    2.80e-03    3.0e-04
 558700      8.55e-03    1.18e-02      3.28e-04    1.22e-04      1.07e-03    1.51e-03    3.0e-04
 558800      1.27e-02    1.07e-02      4.24e-04    6.67e-04      1.61e-03    1.30e-03    3.0e-04
 558900      1.53e-02    1.59e-02      1.49e-03    1.81e-03      1.67e-03    1.59e-03    3.0e-04
 559000      1.12e-02    7.11e-03      2.04e-04    1.44e-04      1.43e-03    9.09e-04    3.0e-04
 559100      1.26e-02    1.24e-02      1.41e-03    1.07e-03      1.28e-03    1.41e-03    3.0e-04
 559200      1.24e-02    1.08e-02      1.25e-03    1.19e-03      1.32e-03    1.10e-03    3.0e-04
 559300      8.87e-03    1.45e-02      8.30e-04    6.80e-04      9.79e-04    1.81e-03    3.0e-04
 559400      1.29e-02    1.38e-02      2.72e-04    3.91e-04      1.65e-03    1.75e-03    3.0e-04
 559500      1.12e-02    1.08e-02      6.72e-04    4.70e-04      1.35e-03    1.35e-03    3.0e-04
 559600      8.87e-03    1.13e-02      9.30e-04    1.14e-03      9.33e-04    1.21e-03    3.0e-04
 559700      7.69e-03    9.32e-03      2.88e-04    2.61e-04      9.67e-04    1.18e-03    3.0e-04
 559800      1.32e-02    1.03e-02      1.19e-03    1.08e-03      1.48e-03    1.09e-03    3.0e-04
 559900      1.72e-02    1.47e-02      4.00e-04    9.22e-06      2.19e-03    1.90e-03    3.0e-04
 560000      9.02e-03    5.66e-03      6.04e-05    6.08e-05      1.19e-03    7.45e-04    2.8e-04
 560100      1.21e-02    7.37e-03      2.00e-05    2.00e-05      1.60e-03    9.72e-04    2.8e-04
 560200      8.52e-03    9.44e-03      5.11e-04    8.11e-04      1.06e-03    1.10e-03    2.8e-04
 560300      1.18e-02    1.20e-02      3.23e-04    2.84e-04      1.54e-03    1.57e-03    2.8e-04
 560400      9.72e-03    1.27e-02      1.14e-03    1.05e-03      9.82e-04    1.49e-03    2.8e-04
 560500      1.12e-02    1.14e-02      1.51e-03    1.24e-03      9.99e-04    1.21e-03    2.8e-04
 560600      7.70e-03    8.71e-03      2.76e-04    3.35e-04      9.95e-04    1.12e-03    2.8e-04
 560700      1.11e-02    1.19e-02      5.79e-04    5.91e-04      1.40e-03    1.51e-03    2.8e-04
 560800      1.11e-02    1.40e-02      6.69e-04    6.38e-04      1.38e-03    1.79e-03    2.8e-04
 560900      1.46e-02    1.59e-02      1.26e-03    1.44e-03      1.69e-03    1.81e-03    2.8e-04
 561000      1.10e-02    1.25e-02      1.31e-03    7.30e-04      1.10e-03    1.57e-03    2.8e-04
 561100      1.41e-02    1.39e-02      1.44e-03    1.51e-03      1.54e-03    1.48e-03    2.8e-04
 561200      1.43e-02    9.16e-03      7.92e-04    7.68e-04      1.80e-03    1.07e-03    2.8e-04
 561300      1.02e-02    1.59e-02      1.04e-03    6.47e-04      1.11e-03    2.04e-03    2.8e-04
 561400      9.77e-03    9.00e-03      4.31e-04    5.01e-04      1.25e-03    1.13e-03    2.8e-04
 561500      2.23e-02    1.14e-02      7.64e-04    2.08e-04      2.88e-03    1.50e-03    2.8e-04
 561600      1.37e-02    2.11e-02      2.73e-04    5.58e-04      1.80e-03    2.75e-03    2.8e-04
 561700      1.43e-02    1.36e-02      8.43e-04    5.44e-04      1.79e-03    1.75e-03    2.8e-04
 561800      1.34e-02    7.33e-03      1.26e-03    7.61e-04      1.52e-03    7.93e-04    2.8e-04
 561900      1.16e-02    1.35e-02      4.35e-04    3.84e-04      1.50e-03    1.76e-03    2.8e-04
 562000      1.19e-02    1.07e-02      9.94e-04    9.35e-04      1.39e-03    1.24e-03    2.8e-04
 562100      1.81e-02    9.07e-03      6.36e-04    6.86e-04      2.35e-03    1.09e-03    2.8e-04
 562200      1.44e-02    9.08e-03      7.75e-04    6.46e-04      1.82e-03    1.10e-03    2.8e-04
 562300      1.03e-02    9.75e-03      1.17e-03    7.05e-04      1.06e-03    1.18e-03    2.8e-04
 562400      7.31e-03    1.39e-02      3.17e-07    8.01e-05      9.64e-04    1.83e-03    2.8e-04
 562500      8.35e-03    9.36e-03      2.76e-04    3.44e-04      1.08e-03    1.21e-03    2.8e-04
 562600      1.08e-02    8.56e-03      2.44e-04    3.43e-04      1.41e-03    1.10e-03    2.8e-04
 562700      7.69e-03    9.89e-03      5.51e-04    1.06e-03      9.32e-04    1.05e-03    2.8e-04
 562800      7.48e-03    1.67e-02      1.13e-04    3.50e-04      9.83e-04    2.19e-03    2.8e-04
 562900      1.03e-02    9.37e-03      2.97e-04    2.85e-05      1.35e-03    1.24e-03    2.8e-04
 563000      1.12e-02    1.57e-02      6.12e-05    2.34e-04      1.47e-03    2.06e-03    2.8e-04
 563100      1.18e-02    1.43e-02      9.27e-04    8.84e-04      1.40e-03    1.77e-03    2.8e-04
 563200      1.08e-02    1.09e-02      3.71e-04    1.41e-04      1.40e-03    1.43e-03    2.8e-04
 563300      1.35e-02    1.19e-02      1.07e-03    1.56e-03      1.60e-03    1.09e-03    2.8e-04
 563400      1.08e-02    1.03e-02      3.56e-04    2.74e-04      1.40e-03    1.34e-03    2.8e-04
 563500      1.64e-02    1.10e-02      6.52e-04    4.98e-04      2.11e-03    1.40e-03    2.8e-04
 563600      1.15e-02    1.27e-02      1.24e-03    1.18e-03      1.22e-03    1.44e-03    2.8e-04
 563700      1.30e-02    8.06e-03      4.59e-04    1.95e-04      1.69e-03    1.05e-03    2.8e-04
 563800      1.41e-02    2.11e-02      1.16e-03    7.16e-04      1.65e-03    2.74e-03    2.8e-04
 563900      1.03e-02    1.05e-02      6.72e-04    3.24e-04      1.27e-03    1.36e-03    2.8e-04
 564000      1.25e-02    1.25e-02      4.41e-04    4.41e-04      1.61e-03    1.61e-03    2.8e-04
 564100      1.06e-02    8.91e-03      7.45e-04    6.41e-04      1.29e-03    1.08e-03    2.8e-04
 564200      1.30e-02    1.45e-02      1.59e-03    2.09e-03      1.27e-03    1.17e-03    2.8e-04
 564300      1.26e-02    9.91e-03      1.01e-04    1.97e-04      1.66e-03    1.30e-03    2.8e-04
 564400      7.27e-03    1.03e-02      1.00e-05    1.12e-04      9.59e-04    1.36e-03    2.8e-04
 564500      1.13e-02    1.50e-02      1.01e-03    1.05e-03      1.29e-03    1.82e-03    2.8e-04
 564600      1.22e-02    1.03e-02      9.49e-04    8.66e-04      1.46e-03    1.20e-03    2.8e-04
 564700      8.14e-03    1.15e-02      6.66e-04    9.67e-04      9.58e-04    1.34e-03    2.8e-04
 564800      8.82e-03    9.16e-03      3.36e-04    3.30e-04      1.14e-03    1.18e-03    2.8e-04
 564900      8.58e-03    1.05e-02      2.38e-04    1.90e-04      1.12e-03    1.37e-03    2.8e-04
 565000      1.35e-02    1.57e-02      6.10e-04    4.64e-04      1.72e-03    2.04e-03    2.8e-04
 565100      8.11e-03    8.80e-03      1.41e-04    4.42e-04      1.06e-03    1.11e-03    2.8e-04
 565200      8.86e-03    1.25e-02      8.11e-04    5.83e-04      1.01e-03    1.59e-03    2.8e-04
 565300      1.11e-02    9.31e-03      5.52e-04    9.56e-04      1.41e-03    1.01e-03    2.8e-04
 565400      1.32e-02    8.62e-03      5.44e-04    2.96e-04      1.69e-03    1.12e-03    2.8e-04
 565500      8.15e-03    9.75e-03      5.12e-04    2.10e-04      1.01e-03    1.28e-03    2.8e-04
 565600      8.25e-03    1.06e-02      7.54e-04    6.92e-04      9.40e-04    1.30e-03    2.8e-04
 565700      1.63e-02    7.33e-03      9.76e-05    3.78e-04      2.15e-03    9.27e-04    2.8e-04
 565800      1.58e-02    1.16e-02      1.09e-03    1.11e-03      1.93e-03    1.30e-03    2.8e-04
 565900      9.44e-03    1.81e-02      8.12e-04    8.83e-04      1.10e-03    2.30e-03    2.8e-04
