#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1559700      1.73e-03    1.56e-03      1.49e-04    3.14e-05      1.30e-03    1.34e-03    1.8e-06
1559800      1.07e-03    1.01e-03      1.96e-05    6.09e-05      9.16e-04    8.15e-04    1.8e-06
1559900      1.60e-03    2.43e-03      6.57e-05    1.33e-04      1.33e-03    1.98e-03    1.8e-06
1560000      1.17e-03    1.42e-03      2.69e-05    1.34e-05      1.00e-03    1.22e-03    1.7e-06
1560100      1.12e-03    1.42e-03      6.51e-05    7.69e-05      9.18e-04    1.17e-03    1.7e-06
1560200      1.57e-03    2.31e-03      8.13e-06    6.43e-05      1.36e-03    1.98e-03    1.7e-06
1560300      1.61e-03    1.43e-03      1.30e-05    7.37e-05      1.39e-03    1.18e-03    1.7e-06
1560400      1.49e-03    1.11e-03      1.10e-04    4.25e-05      1.18e-03    9.42e-04    1.7e-06
1560500      1.34e-03    1.92e-03      1.48e-04    6.15e-05      9.03e-04    1.64e-03    1.7e-06
1560600      1.04e-03    2.89e-03      7.91e-05    2.28e-05      8.16e-04    2.50e-03    1.7e-06
1560700      1.30e-03    1.58e-03      1.97e-05    3.29e-05      1.12e-03    1.36e-03    1.7e-06
1560800      1.55e-03    1.58e-03      9.27e-06    1.19e-04      1.34e-03    1.24e-03    1.7e-06
1560900      2.51e-03    1.33e-03      2.17e-04    1.80e-05      1.89e-03    1.15e-03    1.7e-06
1561000      1.84e-03    1.43e-03      1.91e-04    1.32e-04      1.29e-03    1.06e-03    1.7e-06
1561100      2.24e-03    1.48e-03      1.49e-04    5.67e-05      1.80e-03    1.25e-03    1.7e-06
1561200      9.54e-04    1.42e-03      2.97e-05    5.50e-05      8.13e-04    1.20e-03    1.7e-06
1561300      1.57e-03    1.14e-03      5.30e-05    4.87e-05      1.33e-03    9.59e-04    1.7e-06
1561400      1.43e-03    1.41e-03      9.93e-05    8.45e-05      1.14e-03    1.15e-03    1.7e-06
1561500      2.00e-03    5.23e-04      1.31e-04    2.69e-05      1.61e-03    4.33e-04    1.7e-06
1561600      1.87e-03    1.13e-03      1.29e-04    3.84e-05      1.49e-03    9.59e-04    1.7e-06
1561700      1.08e-03    1.60e-03      6.25e-05    7.41e-05      8.81e-04    1.33e-03    1.7e-06
1561800      1.22e-03    2.07e-03      1.21e-04    2.04e-04      8.81e-04    1.49e-03    1.7e-06
1561900      1.43e-03    2.35e-03      3.08e-05    1.99e-04      1.23e-03    1.79e-03    1.7e-06
1562000      9.40e-04    1.48e-03      5.35e-06    7.83e-05      8.13e-04    1.22e-03    1.7e-06
1562100      1.30e-03    1.02e-03      1.39e-04    8.76e-06      9.02e-04    8.84e-04    1.7e-06
1562200      1.96e-03    1.18e-03      1.65e-04    7.31e-05      1.49e-03    9.57e-04    1.7e-06
1562300      2.65e-03    1.21e-03      2.63e-04    1.10e-04      1.89e-03    9.01e-04    1.7e-06
1562400      1.45e-03    1.81e-03      4.33e-05    8.60e-05      1.24e-03    1.51e-03    1.7e-06
1562500      1.55e-03    1.08e-03      3.06e-06    3.71e-05      1.35e-03    9.17e-04    1.7e-06
1562600      1.51e-03    1.16e-03      1.13e-04    6.15e-05      1.18e-03    9.56e-04    1.7e-06
1562700      1.60e-03    1.46e-03      6.05e-05    1.96e-05      1.35e-03    1.26e-03    1.7e-06
1562800      1.38e-03    1.61e-03      6.86e-05    3.69e-05      1.15e-03    1.39e-03    1.7e-06
1562900      1.30e-03    1.49e-03      3.77e-06    1.05e-04      1.12e-03    1.18e-03    1.7e-06
1563000      1.61e-03    1.69e-03      2.98e-05    9.52e-05      1.38e-03    1.39e-03    1.7e-06
1563100      1.04e-03    1.00e-03      2.51e-05    6.09e-05      8.90e-04    8.15e-04    1.7e-06
1563200      2.12e-03    1.17e-03      1.80e-04    6.67e-05      1.61e-03    9.62e-04    1.7e-06
1563300      1.06e-03    1.28e-03      3.23e-06    6.00e-05      9.14e-04    1.07e-03    1.7e-06
1563400      1.03e-03    1.92e-03      7.50e-05    7.05e-05      8.15e-04    1.63e-03    1.7e-06
1563500      1.11e-03    1.99e-03      7.98e-05    6.65e-05      8.80e-04    1.69e-03    1.7e-06
1563600      2.22e-03    1.22e-03      1.40e-04    4.27e-05      1.79e-03    1.04e-03    1.7e-06
1563700      1.55e-03    1.61e-03      6.75e-07    1.74e-05      1.34e-03    1.39e-03    1.7e-06
1563800      1.72e-03    1.13e-03      1.52e-04    8.97e-05      1.29e-03    8.78e-04    1.7e-06
1563900      1.17e-03    1.38e-03      2.22e-05    7.39e-05      1.01e-03    1.14e-03    1.7e-06
1564000      1.79e-03    1.36e-03      1.76e-04    7.30e-05      1.29e-03    1.12e-03    1.7e-06
1564100      1.31e-03    1.77e-03      1.61e-04    9.19e-05      8.17e-04    1.47e-03    1.7e-06
1564200      1.30e-03    1.55e-03      1.79e-05    7.03e-05      1.12e-03    1.30e-03    1.7e-06
1564300      1.03e-03    1.87e-03      1.73e-05    6.02e-05      8.87e-04    1.59e-03    1.7e-06
1564400      2.17e-03    1.31e-03      1.13e-04    3.17e-05      1.79e-03    1.12e-03    1.7e-06
1564500      1.95e-03    1.58e-03      1.03e-04    2.97e-05      1.61e-03    1.36e-03    1.7e-06
1564600      9.72e-04    1.46e-03      4.45e-05    1.81e-04      8.13e-04    9.05e-04    1.7e-06
1564700      1.64e-03    1.20e-03      6.08e-05    9.91e-05      1.39e-03    9.17e-04    1.7e-06
1564800      1.49e-03    1.40e-03      1.06e-04    6.62e-05      1.18e-03    1.17e-03    1.7e-06
1564900      2.71e-03    1.03e-03      2.81e-04    8.47e-05      1.90e-03    7.88e-04    1.7e-06
1565000      2.22e-03    1.82e-03      2.47e-04    7.49e-05      1.49e-03    1.53e-03    1.7e-06
1565100      1.57e-03    1.47e-03      9.10e-06    2.75e-05      1.36e-03    1.26e-03    1.7e-06
1565200      1.21e-03    1.90e-03      6.41e-05    1.23e-04      9.96e-04    1.53e-03    1.7e-06
1565300      1.04e-03    1.20e-03      4.60e-05    7.11e-05      8.74e-04    9.78e-04    1.7e-06
1565400      1.56e-03    9.47e-04      3.93e-05    1.55e-05      1.34e-03    8.16e-04    1.7e-06
1565500      1.55e-03    1.17e-03      1.62e-05    3.15e-05      1.34e-03    1.00e-03    1.7e-06
1565600      1.52e-03    2.13e-03      1.96e-04    4.83e-05      9.06e-04    1.83e-03    1.7e-06
1565700      1.10e-03    1.25e-03      5.10e-05    7.88e-05      9.16e-04    1.01e-03    1.7e-06
1565800      1.38e-03    1.36e-03      7.04e-05    1.02e-04      1.15e-03    1.06e-03    1.7e-06
1565900      1.45e-03    1.42e-03      3.53e-05    1.82e-04      1.24e-03    8.46e-04    1.7e-06
1566000      1.35e-03    2.20e-03      6.18e-05    2.21e-04      1.13e-03    1.57e-03    1.7e-06
1566100      9.53e-04    1.42e-03      2.84e-05    1.04e-04      8.13e-04    1.12e-03    1.7e-06
1566200      2.61e-03    1.12e-03      2.51e-04    4.79e-05      1.89e-03    9.44e-04    1.7e-06
1566300      2.03e-03    1.28e-03      1.42e-04    9.01e-05      1.62e-03    1.01e-03    1.7e-06
1566400      1.23e-03    2.34e-03      1.22e-04    9.43e-05      8.79e-04    1.97e-03    1.7e-06
1566500      1.58e-03    1.42e-03      4.88e-05    1.21e-05      1.35e-03    1.23e-03    1.7e-06
1566600      1.09e-03    1.55e-03      9.54e-05    1.61e-05      8.17e-04    1.34e-03    1.7e-06
1566700      1.35e-03    1.71e-03      3.51e-05    1.86e-04      1.16e-03    1.17e-03    1.7e-06
1566800      2.21e-03    1.63e-03      1.35e-04    5.41e-05      1.79e-03    1.38e-03    1.7e-06
1566900      1.26e-03    9.16e-04      9.20e-05    2.56e-05      9.92e-04    7.83e-04    1.7e-06
1567000      1.70e-03    1.31e-03      1.41e-04    1.51e-05      1.30e-03    1.13e-03    1.7e-06
1567100      1.50e-03    1.50e-03      1.90e-04    8.29e-05      9.04e-04    1.24e-03    1.7e-06
1567200      1.45e-03    1.02e-03      3.72e-05    4.14e-06      1.24e-03    8.85e-04    1.7e-06
1567300      1.55e-03    1.15e-03      4.08e-07    5.52e-05      1.34e-03    9.57e-04    1.7e-06
1567400      1.60e-03    2.59e-03      6.05e-05    5.66e-05      1.35e-03    2.23e-03    1.7e-06
1567500      1.04e-03    2.16e-03      2.20e-05    1.72e-04      8.92e-04    1.67e-03    1.7e-06
1567600      1.15e-03    1.61e-03      7.70e-05    5.00e-06      9.18e-04    1.39e-03    1.7e-06
1567700      2.00e-03    1.21e-03      1.82e-04    8.94e-05      1.49e-03    9.56e-04    1.7e-06
1567800      1.60e-03    1.35e-03      9.95e-06    6.56e-05      1.38e-03    1.12e-03    1.7e-06
1567900      1.39e-03    1.62e-03      1.74e-05    7.58e-05      1.20e-03    1.35e-03    1.7e-06
1568000      1.21e-03    1.43e-03      1.09e-04    5.58e-05      9.02e-04    1.21e-03    1.7e-06
1568100      9.79e-04    1.42e-03      4.89e-05    3.84e-05      8.13e-04    1.21e-03    1.7e-06
1568200      1.17e-03    1.23e-03      3.81e-05    1.02e-04      9.97e-04    9.37e-04    1.7e-06
1568300      1.30e-03    2.53e-03      3.13e-06    2.22e-04      1.13e-03    1.90e-03    1.7e-06
1568400      1.43e-03    1.32e-03      9.94e-06    8.51e-05      1.24e-03    1.06e-03    1.7e-06
1568500      1.24e-03    1.89e-03      1.42e-04    3.95e-06      8.16e-04    1.64e-03    1.7e-06
1568600      2.23e-03    1.52e-03      1.47e-04    1.59e-04      1.79e-03    1.06e-03    1.7e-06
1568700      1.06e-03    1.16e-03      4.20e-06    6.96e-05      9.14e-04    9.43e-04    1.7e-06
1568800      1.32e-03    1.27e-03      1.48e-04    5.60e-05      8.81e-04    1.06e-03    1.7e-06
1568900      1.36e-03    1.47e-03      5.44e-05    6.83e-05      1.14e-03    1.23e-03    1.7e-06
1569000      1.62e-03    1.52e-03      4.08e-05    9.33e-05      1.38e-03    1.23e-03    1.7e-06
1569100      1.90e-03    9.13e-04      1.42e-04    1.23e-04      1.49e-03    5.10e-04    1.7e-06
1569200      1.57e-03    1.02e-03      1.06e-06    6.45e-06      1.36e-03    8.84e-04    1.7e-06
1569300      1.39e-03    1.60e-03      4.98e-05    9.98e-05      1.18e-03    1.30e-03    1.7e-06
1569400      1.56e-03    5.12e-04      5.06e-06    1.94e-05      1.35e-03    4.33e-04    1.7e-06
1569500      1.02e-03    1.92e-03      9.76e-06    1.21e-04      8.85e-04    1.56e-03    1.7e-06
1569600      1.55e-03    1.42e-03      2.69e-05    4.18e-06      1.34e-03    1.23e-03    1.7e-06
1569700      1.67e-03    1.95e-03      1.26e-04    7.59e-05      1.30e-03    1.65e-03    1.7e-06
1569800      2.05e-03    1.35e-03      1.53e-04    1.64e-04      1.61e-03    8.46e-04    1.7e-06
1569900      2.54e-03    1.31e-03      2.27e-04    1.16e-05      1.90e-03    1.13e-03    1.7e-06
1570000      1.92e-03    1.21e-03      1.54e-04    8.53e-05      1.49e-03    9.64e-04    1.6e-06
1570100      1.15e-03    1.15e-03      1.96e-05    1.96e-05      1.00e-03    1.00e-03    1.6e-06
1570200      1.66e-03    2.27e-03      7.64e-05    3.72e-05      1.39e-03    1.97e-03    1.6e-06
1570300      1.32e-03    1.95e-03      5.39e-06    1.38e-04      1.15e-03    1.56e-03    1.6e-06
1570400      1.02e-03    2.03e-03      1.95e-05    1.62e-04      8.86e-04    1.58e-03    1.6e-06
1570500      9.88e-04    1.06e-03      5.74e-05    4.76e-05      8.13e-04    8.92e-04    1.6e-06
1570600      1.54e-03    1.58e-03      1.71e-06    1.42e-04      1.34e-03    1.18e-03    1.6e-06
1570700      2.02e-03    2.55e-03      1.46e-04    1.34e-04      1.61e-03    2.13e-03    1.6e-06
1570800      1.15e-03    1.07e-03      9.61e-05    9.25e-05      8.79e-04    8.15e-04    1.6e-06
1570900      1.14e-03    2.69e-03      8.65e-05    2.80e-04      9.01e-04    1.90e-03    1.6e-06
1571000      1.50e-03    2.44e-03      7.82e-05    1.64e-04      1.24e-03    1.97e-03    1.6e-06
1571100      2.58e-03    1.15e-03      2.43e-04    4.37e-05      1.90e-03    9.80e-04    1.6e-06
1571200      1.58e-03    1.94e-03      1.44e-04    2.88e-05      1.18e-03    1.69e-03    1.6e-06
1571300      1.16e-03    1.43e-03      1.22e-04    5.26e-05      8.16e-04    1.22e-03    1.6e-06
1571400      1.29e-03    7.46e-04      5.98e-06    8.17e-05      1.12e-03    5.11e-04    1.6e-06
1571500      1.80e-03    1.74e-03      1.80e-04    9.94e-05      1.29e-03    1.44e-03    1.6e-06
1571600      1.12e-03    1.33e-03      6.50e-05    4.60e-05      9.18e-04    1.14e-03    1.6e-06
1571700      1.61e-03    1.92e-03      9.12e-05    2.65e-04      1.33e-03    1.04e-03    1.6e-06
1571800      2.13e-03    1.37e-03      9.14e-05    6.74e-05      1.80e-03    1.15e-03    1.6e-06
1571900      1.56e-03    1.48e-03      5.59e-06    1.97e-04      1.36e-03    8.48e-04    1.6e-06
1572000      1.41e-03    1.53e-03      6.88e-05    1.37e-06      1.18e-03    1.34e-03    1.6e-06
1572100      1.10e-03    1.16e-03      5.81e-05    6.74e-05      9.16e-04    9.56e-04    1.6e-06
1572200      1.94e-03    1.34e-03      2.20e-04    5.77e-05      1.29e-03    1.13e-03    1.6e-06
1572300      1.28e-03    1.95e-03      1.32e-04    1.64e-04      9.03e-04    1.49e-03    1.6e-06
1572400      1.97e-03    1.90e-03      1.17e-04    4.55e-05      1.61e-03    1.64e-03    1.6e-06
1572500      1.21e-03    2.62e-03      1.36e-04    8.01e-05      8.16e-04    2.25e-03    1.6e-06
1572600      1.35e-03    2.31e-03      6.65e-05    2.90e-05      1.13e-03    2.01e-03    1.6e-06
1572700      1.85e-03    2.91e-03      1.26e-04    8.07e-05      1.49e-03    2.51e-03    1.6e-06
1572800      1.18e-03    1.18e-03      4.54e-05    4.54e-05      1.00e-03    1.00e-03    1.6e-06
1572900      1.43e-03    1.68e-03      2.72e-05    3.41e-05      1.23e-03    1.45e-03    1.6e-06
1573000      1.55e-03    1.95e-03      3.38e-05    1.49e-04      1.34e-03    1.53e-03    1.6e-06
1573100      1.08e-03    1.94e-03      5.74e-05    1.50e-04      8.94e-04    1.52e-03    1.6e-06
1573200      2.13e-03    1.58e-03      1.00e-04    4.69e-05      1.79e-03    1.36e-03    1.6e-06
1573300      1.01e-03    1.79e-03      1.17e-05    2.30e-05      8.77e-04    1.55e-03    1.6e-06
1573400      1.59e-03    1.05e-03      5.64e-06    5.37e-05      1.39e-03    8.72e-04    1.6e-06
1573500      2.49e-03    1.34e-03      2.12e-04    8.40e-07      1.90e-03    1.16e-03    1.6e-06
1573600      1.55e-03    2.38e-03      3.47e-05    1.27e-04      1.34e-03    1.98e-03    1.6e-06
1573700      1.55e-03    1.35e-03      8.26e-06    8.91e-07      1.35e-03    1.18e-03    1.6e-06
1573800      9.47e-04    2.42e-03      2.78e-05    1.50e-04      8.13e-04    1.98e-03    1.6e-06
1573900      1.33e-03    1.11e-03      1.65e-05    2.51e-05      1.16e-03    9.59e-04    1.6e-06
1574000      1.54e-03    2.14e-03      7.45e-07    1.36e-04      1.34e-03    1.74e-03    1.6e-06
1574100      1.02e-03    1.47e-03      2.04e-05    8.67e-05      8.87e-04    1.21e-03    1.6e-06
1574200      1.33e-03    1.11e-03      5.79e-06    8.00e-05      1.16e-03    8.82e-04    1.6e-06
1574300      1.56e-03    1.10e-03      2.53e-06    1.17e-04      1.36e-03    7.63e-04    1.6e-06
1574400      1.50e-03    1.31e-03      7.98e-05    6.54e-05      1.24e-03    1.09e-03    1.6e-06
1574500      1.96e-03    1.41e-03      2.27e-04    3.15e-05      1.29e-03    1.22e-03    1.6e-06
1574600      1.24e-03    9.54e-04      1.22e-04    5.28e-05      9.01e-04    7.90e-04    1.6e-06
1574700      1.29e-03    2.33e-03      6.49e-06    1.01e-04      1.12e-03    1.97e-03    1.6e-06
1574800      1.10e-03    1.48e-03      5.47e-05    9.48e-05      9.16e-04    1.20e-03    1.6e-06
1574900      1.65e-03    1.45e-03      6.70e-05    1.34e-05      1.40e-03    1.26e-03    1.6e-06
1575000      1.95e-03    1.08e-03      1.65e-04    2.41e-05      1.49e-03    9.37e-04    1.6e-06
1575100      2.52e-03    9.89e-04      2.22e-04    1.19e-04      1.90e-03    6.33e-04    1.6e-06
1575200      1.53e-03    1.37e-03      1.70e-05    4.59e-05      1.33e-03    1.17e-03    1.6e-06
1575300      1.19e-03    2.37e-03      1.30e-04    1.57e-04      8.17e-04    1.92e-03    1.6e-06
1575400      1.97e-03    7.14e-04      1.21e-04    7.19e-05      1.61e-03    5.11e-04    1.6e-06
1575500      9.37e-04    1.07e-03      1.45e-05    8.23e-05      8.13e-04    8.38e-04    1.6e-06
1575600      1.46e-03    1.61e-03      9.74e-05    1.71e-04      1.18e-03    1.12e-03    1.6e-06
1575700      1.19e-03    1.29e-03      5.84e-05    9.75e-06      9.97e-04    1.12e-03    1.6e-06
1575800      1.16e-03    1.52e-03      1.02e-04    1.22e-04      8.79e-04    1.18e-03    1.6e-06
1575900      2.14e-03    1.13e-03      1.01e-04    5.01e-05      1.79e-03    9.57e-04    1.6e-06
1576000      1.53e-03    1.79e-03      1.99e-04    4.74e-05      9.06e-04    1.54e-03    1.6e-06
1576100      2.06e-03    1.12e-03      2.53e-04    8.38e-05      1.29e-03    8.82e-04    1.6e-06
1576200      1.56e-03    1.89e-03      2.32e-05    4.45e-05      1.36e-03    1.63e-03    1.6e-06
1576300      1.04e-03    1.72e-03      8.14e-05    8.28e-05      8.14e-04    1.45e-03    1.6e-06
1576400      1.33e-03    2.37e-03      5.24e-05    1.59e-04      1.13e-03    1.91e-03    1.6e-06
1576500      1.54e-03    1.47e-03      1.20e-05    1.45e-04      1.34e-03    1.06e-03    1.6e-06
1576600      1.10e-03    1.41e-03      5.97e-05    2.78e-06      9.15e-04    1.23e-03    1.6e-06
1576700      1.01e-03    1.60e-03      1.39e-05    7.21e-05      8.77e-04    1.34e-03    1.6e-06
1576800      1.02e-03    1.56e-03      8.09e-06    6.60e-07      8.87e-04    1.36e-03    1.6e-06
1576900      1.59e-03    1.43e-03      3.66e-06    1.35e-04      1.39e-03    1.06e-03    1.6e-06
1577000      1.93e-03    1.71e-03      1.59e-04    1.02e-04      1.49e-03    1.40e-03    1.6e-06
1577100      2.20e-03    1.66e-03      1.39e-04    1.68e-04      1.79e-03    1.19e-03    1.6e-06
1577200      1.33e-03    1.06e-03      3.28e-05    5.91e-05      1.15e-03    8.73e-04    1.6e-06
1577300      1.15e-03    1.31e-03      1.81e-06    6.82e-05      1.00e-03    1.09e-03    1.6e-06
1577400      9.34e-04    1.44e-03      1.74e-06    1.35e-04      8.13e-04    1.06e-03    1.6e-06
1577500      1.42e-03    1.34e-03      4.85e-06    8.63e-05      1.24e-03    1.09e-03    1.6e-06
1577600      1.54e-03    1.74e-03      1.04e-05    1.03e-04      1.34e-03    1.43e-03    1.6e-06
1577700      2.58e-03    1.15e-03      2.45e-04    4.11e-05      1.90e-03    9.80e-04    1.6e-06
1577800      1.92e-03    1.50e-03      8.55e-05    1.91e-04      1.62e-03    9.07e-04    1.6e-06
1577900      1.45e-03    1.99e-03      9.56e-05    8.43e-05      1.18e-03    1.68e-03    1.6e-06
1578000      1.28e-03    1.20e-03      1.34e-04    8.68e-05      9.03e-04    9.56e-04    1.6e-06
1578100      1.54e-03    9.22e-04      1.15e-05    3.14e-05      1.34e-03    7.88e-04    1.6e-06
1578200      1.43e-03    1.84e-03      8.35e-05    4.24e-05      1.18e-03    1.59e-03    1.6e-06
1578300      1.33e-03    1.46e-03      1.06e-05    3.71e-05      1.15e-03    1.25e-03    1.6e-06
1578400      1.29e-03    1.29e-03      8.42e-06    5.26e-06      1.12e-03    1.13e-03    1.6e-06
1578500      1.22e-03    9.60e-04      1.38e-04    4.05e-05      8.16e-04    8.12e-04    1.6e-06
1578600      1.16e-03    1.40e-03      8.53e-05    6.21e-05      9.16e-04    1.18e-03    1.6e-06
1578700      2.00e-03    5.27e-04      1.84e-04    3.07e-05      1.49e-03    4.33e-04    1.6e-06
1578800      2.50e-03    5.44e-04      2.15e-04    3.91e-05      1.90e-03    4.33e-04    1.6e-06
1578900      2.03e-03    1.42e-03      1.46e-04    1.27e-04      1.61e-03    1.06e-03    1.6e-06
1579000      1.07e-03    2.61e-03      6.31e-05    2.56e-04      8.76e-04    1.89e-03    1.6e-06
1579100      1.60e-03    1.81e-03      1.91e-07    9.32e-05      1.39e-03    1.51e-03    1.6e-06
1579200      1.58e-03    2.22e-03      5.58e-05    2.29e-04      1.35e-03    1.57e-03    1.6e-06
1579300      1.55e-03    2.07e-03      2.22e-05    1.65e-04      1.34e-03    1.61e-03    1.6e-06
1579400      1.18e-03    1.47e-03      5.10e-05    6.02e-05      9.96e-04    1.24e-03    1.6e-06
1579500      9.49e-04    2.43e-03      3.11e-05    1.50e-04      8.12e-04    1.98e-03    1.6e-06
1579600      1.81e-03    1.12e-03      1.84e-04    8.54e-05      1.30e-03    8.79e-04    1.6e-06
1579700      2.18e-03    1.27e-03      1.26e-04    9.21e-05      1.79e-03    1.01e-03    1.6e-06
1579800      1.11e-03    1.42e-03      8.33e-05    1.13e-05      8.80e-04    1.24e-03    1.6e-06
1579900      1.46e-03    2.38e-03      5.76e-05    1.30e-04      1.24e-03    1.98e-03    1.6e-06
1580000      1.53e-03    9.53e-04      4.77e-06    1.10e-04      1.34e-03    6.34e-04    1.5e-06
1580100      1.33e-03    1.97e-03      1.50e-04    1.57e-04      9.03e-04    1.54e-03    1.5e-06
1580200      1.08e-03    1.34e-03      4.52e-05    7.19e-05      9.16e-04    1.12e-03    1.5e-06
1580300      1.93e-03    9.22e-04      1.62e-04    2.87e-05      1.49e-03    7.95e-04    1.5e-06
1580400      1.52e-03    9.51e-04      1.27e-04    1.33e-04      1.18e-03    5.09e-04    1.5e-06
1580500      1.61e-03    1.98e-03      4.56e-05    1.54e-04      1.39e-03    1.56e-03    1.5e-06
1580600      2.50e-03    1.32e-03      2.19e-04    8.71e-05      1.90e-03    1.07e-03    1.5e-06
1580700      1.02e-03    1.09e-03      2.21e-05    5.49e-05      8.87e-04    9.15e-04    1.5e-06
1580800      1.29e-03    2.28e-03      1.17e-05    6.59e-05      1.13e-03    1.97e-03    1.5e-06
1580900      1.14e-03    1.22e-03      9.50e-05    1.02e-04      8.77e-04    9.43e-04    1.5e-06
1581000      1.89e-03    1.21e-03      2.10e-04    4.98e-05      1.29e-03    1.03e-03    1.5e-06
1581100      2.04e-03    1.41e-03      1.56e-04    2.40e-05      1.61e-03    1.23e-03    1.5e-06
1581200      1.32e-03    2.07e-03      2.26e-06    1.01e-04      1.16e-03    1.75e-03    1.5e-06
1581300      1.04e-03    1.48e-03      8.08e-05    3.42e-05      8.15e-04    1.28e-03    1.5e-06
1581400      1.21e-03    1.12e-03      7.14e-05    1.61e-05      9.98e-04    9.81e-04    1.5e-06
1581500      1.56e-03    2.58e-03      2.99e-05    2.48e-04      1.36e-03    1.90e-03    1.5e-06
1581600      9.73e-04    2.27e-03      5.15e-05    7.73e-05      8.13e-04    1.95e-03    1.5e-06
1581700      2.12e-03    2.34e-03      9.97e-05    1.55e-04      1.79e-03    1.90e-03    1.5e-06
1581800      1.42e-03    1.51e-03      3.19e-05    9.93e-05      1.24e-03    1.23e-03    1.5e-06
1581900      1.53e-03    1.32e-03      3.88e-06    8.46e-05      1.34e-03    1.07e-03    1.5e-06
1582000      1.58e-03    1.55e-03      9.16e-06    5.33e-06      1.39e-03    1.36e-03    1.5e-06
1582100      2.01e-03    2.31e-03      1.89e-04    9.75e-05      1.49e-03    1.97e-03    1.5e-06
1582200      1.29e-03    1.11e-03      2.28e-05    1.07e-04      1.13e-03    8.16e-04    1.5e-06
1582300      1.08e-03    1.88e-03      9.84e-05    1.06e-04      8.15e-04    1.56e-03    1.5e-06
1582400      1.39e-03    1.04e-03      7.72e-05    4.99e-05      1.15e-03    8.79e-04    1.5e-06
1582500      1.12e-03    1.12e-03      8.74e-05    8.74e-05      8.78e-04    8.78e-04    1.5e-06
1582600      1.39e-03    1.91e-03      5.53e-05    5.98e-05      1.19e-03    1.64e-03    1.5e-06
1582700      1.55e-03    1.53e-03      6.59e-06    1.04e-04      1.35e-03    1.24e-03    1.5e-06
1582800      2.19e-03    2.56e-03      1.40e-04    2.78e-05      1.79e-03    2.24e-03    1.5e-06
1582900      1.57e-03    1.25e-03      2.09e-04    5.17e-05      9.06e-04    1.06e-03    1.5e-06
1583000      1.15e-03    1.55e-03      2.43e-05    1.88e-05      1.00e-03    1.36e-03    1.5e-06
1583100      1.93e-03    1.31e-03      1.05e-04    2.70e-06      1.61e-03    1.15e-03    1.5e-06
1583200      1.05e-03    1.93e-03      5.37e-05    4.07e-05      8.80e-04    1.68e-03    1.5e-06
1583300      1.53e-03    1.41e-03      1.43e-05    2.69e-05      1.34e-03    1.23e-03    1.5e-06
1583400      1.80e-03    2.14e-03      1.82e-04    1.13e-04      1.29e-03    1.79e-03    1.5e-06
1583500      1.43e-03    1.32e-03      3.44e-05    2.49e-05      1.24e-03    1.15e-03    1.5e-06
1583600      1.53e-03    1.96e-03      2.89e-06    1.17e-04      1.34e-03    1.62e-03    1.5e-06
1583700      2.54e-03    1.98e-03      2.36e-04    8.09e-05      1.90e-03    1.69e-03    1.5e-06
1583800      9.30e-04    4.95e-04      1.25e-05    4.31e-06      8.13e-04    4.33e-04    1.5e-06
1583900      1.05e-03    1.46e-03      2.06e-05    7.02e-05      9.14e-04    1.23e-03    1.5e-06
1584000      1.41e-03    1.98e-03      7.24e-05    1.29e-04      1.18e-03    1.62e-03    1.5e-06
1584100      1.89e-03    9.10e-04      1.45e-04    1.20e-05      1.49e-03    7.95e-04    1.5e-06
1584200      1.14e-03    1.54e-03      5.35e-07    1.64e-04      1.00e-03    1.08e-03    1.5e-06
1584300      1.59e-03    1.08e-03      1.52e-05    7.37e-05      1.39e-03    8.75e-04    1.5e-06
1584400      1.55e-03    1.55e-03      7.08e-06    7.08e-06      1.36e-03    1.36e-03    1.5e-06
1584500      1.41e-03    9.56e-04      3.93e-06    4.08e-05      1.24e-03    8.13e-04    1.5e-06
1584600      1.16e-03    1.22e-03      8.74e-05    1.32e-04      9.17e-04    8.44e-04    1.5e-06
1584700      1.53e-03    6.56e-04      1.70e-05    5.34e-05      1.34e-03    5.11e-04    1.5e-06
1584800      9.86e-04    1.13e-03      5.85e-05    1.15e-04      8.14e-04    8.13e-04    1.5e-06
1584900      2.52e-03    1.02e-03      2.29e-04    6.37e-05      1.90e-03    8.39e-04    1.5e-06
1585000      1.31e-03    1.38e-03      4.76e-05    5.00e-05      1.13e-03    1.18e-03    1.5e-06
1585100      1.96e-03    1.44e-03      2.27e-04    5.52e-05      1.29e-03    1.23e-03    1.5e-06
1585200      1.56e-03    1.55e-03      5.13e-05    1.73e-04      1.35e-03    1.05e-03    1.5e-06
1585300      9.98e-04    1.32e-03      6.43e-05    5.59e-07      8.15e-04    1.16e-03    1.5e-06
1585400      2.10e-03    9.33e-04      1.82e-04    5.82e-05      1.61e-03    7.65e-04    1.5e-06
1585500      1.01e-03    2.31e-03      1.41e-05    1.37e-04      8.83e-04    1.91e-03    1.5e-06
1585600      2.26e-03    1.65e-03      1.69e-04    1.52e-04      1.79e-03    1.24e-03    1.5e-06
1585700      1.34e-03    2.39e-03      5.46e-05    1.36e-04      1.15e-03    1.98e-03    1.5e-06
1585800      1.08e-03    1.21e-03      7.04e-05    8.82e-05      8.77e-04    9.63e-04    1.5e-06
